oris,fuel_gen,id_gen,status_gen,mover_gen,capacity_gen,generation_gen,year_online,fuel_cat_gen,name_plant,id_operator,lat,lon,state,fips_state,fips_county,region_nerc,subregion_egrid,fuel_cat_plant,capacity_plant,i_big,i_operating,fips,dist_plant_county,dist_plant_state
55871,WND,Ph 1,OP,WT,24.5,45542,2002,WIND,Klondike Wind Power,1738,45.5563,-120.5507,OR,41,055,WECC,NWPP,WIND,24.5,0,1,41055,9.52274571995055,16.2430000606993
56359,WND,PH2,OP,WT,75,191762,2005,WIND,Klondike Windpower II,1738,45.571,-120.593,OR,41,055,WECC,NWPP,WIND,75,1,1,41055,11.0017698725977,15.8655531357272
56468,WND,1,OP,WT,221,537831.543,2007,WIND,Klondike Windpower III,1738,45.5836,-120.5042,OR,41,055,WECC,NWPP,WIND,297.5,1,1,41055,4.87401641370951,12.4308713158042
56468,WND,2,OP,WT,76.5,186172.457,2008,WIND,Klondike Windpower III,1738,45.5836,-120.5042,OR,41,055,WECC,NWPP,WIND,297.5,1,1,41055,4.87401641370951,12.4308713158042
56485,WND,1,OP,WT,125.4,290519.76,2007,WIND,Biglow Canyon Wind Farm,1738,45.653745,-120.603414,OR,41,055,WECC,NWPP,WIND,449.7,1,1,41055,4.55419490059751,8.88852214473395
56485,WND,2,OP,WT,163.3,378324.376,2009,WIND,Biglow Canyon Wind Farm,1738,45.653745,-120.603414,OR,41,055,WECC,NWPP,WIND,449.7,1,1,41055,4.55419490059751,8.88852214473395
56485,WND,3,OP,WT,161,372995.864,2010,WIND,Biglow Canyon Wind Farm,1738,45.653745,-120.603414,OR,41,055,WECC,NWPP,WIND,449.7,1,1,41055,4.55419490059751,8.88852214473395
56790,WND,1,OP,WT,100.8,206141,2009,WIND,Hay Canyon Wind Power LLC,1738,45.52,-120.5744,OR,41,055,WECC,NWPP,WIND,100.8,1,1,41055,8.62793773473096,20.6591988552001
57096,WND,1,OP,WT,98.7,230780,2010,WIND,Star Point Wind Project LLC,1738,45.51,-120.48,OR,41,055,WECC,NWPP,WIND,98.7,1,1,41055,3.40637744962685,20.4981872370923
57578,WND,PATU,OP,WT,9,27922,2010,WIND,PaTu Wind Farm LLC,1738,45.613061,-120.616906,OR,41,055,WECC,NWPP,WIND,9,0,1,41055,8.25353149347258,12.7375502511197
61345,SUN,PV1,OP,PV,10,6949,2018,SOLAR,WyEast Solar,1738,45.5846,-120.59994,OR,41,055,WECC,NWPP,SOLAR,10,0,1,41055,10.2427199591685,14.7754062406494
