oris,fuel_gen,id_gen,status_gen,mover_gen,capacity_gen,generation_gen,year_online,fuel_cat_gen,name_plant,id_operator,lat,lon,state,fips_state,fips_county,region_nerc,subregion_egrid,fuel_cat_plant,capacity_plant,i_big,i_operating,fips,dist_plant_county,dist_plant_state
55698,NG,HEP1,OP,GT,46.1,7802.5,2001,GAS,Hanford Energy Park Peaker,14328,36.270072,-119.648055,CA,06,031,WECC,CAMX,GAS,92.2,1,1,06031,10.6684343532214,151.634902344054
55698,NG,HEP2,OP,GT,46.1,7802.5,2001,GAS,Hanford Energy Park Peaker,14328,36.270072,-119.648055,CA,06,031,WECC,CAMX,GAS,92.2,1,1,06031,10.6684343532214,151.634902344054
55807,NG,HPP1,OP,GT,49,16451.5,2002,GAS,Henrietta Peaker Plant,14328,36.2397,-119.9044,CA,06,031,WECC,CAMX,GAS,98,1,1,06031,4.90002083900158,132.303052508967
55807,NG,HPP2,OP,GT,49,16451.5,2002,GAS,Henrietta Peaker Plant,14328,36.2397,-119.9044,CA,06,031,WECC,CAMX,GAS,98,1,1,06031,4.90002083900158,132.303052508967
57359,SUN,1,OP,PV,6,10547,2011,SOLAR,Avenal Park,14328,35.989722,-120.11,CA,06,031,WECC,CAMX,SOLAR,6,0,1,06031,6.14251494736153,99.7862223594828
57360,SUN,1,OP,PV,20,37136,2011,SOLAR,Sun City Project LLC,14328,35.983056,-120.110277,CA,06,031,WECC,CAMX,SOLAR,20,0,1,06031,6.66405982780671,99.2794692044117
57361,SUN,1,OP,PV,19,35372,2011,SOLAR,Sand Drag LLC,14328,35.982778,-120.110277,CA,06,031,WECC,CAMX,SOLAR,19,0,1,06031,6.68652548155223,99.2591850224802
57891,SUN,1,OP,PV,20,43717,2013,SOLAR,Guernsey Solar Station,14328,36.163889,-119.650556,CA,06,031,WECC,CAMX,SOLAR,20,0,1,06031,10.6749997143515,144.224386096104
58148,SUN,KS,OP,PV,20,49091,2013,SOLAR,RE Kansas South LLC,14328,36.226111,-119.834167,CA,06,031,WECC,CAMX,SOLAR,20,0,1,06031,11.2174290292064,135.815602377629
58374,SUN,CSCA,OP,PV,20,50546,2013,SOLAR,Corcoran Solar,14328,36.138333,-119.573333,CA,06,031,WECC,CAMX,SOLAR,20,0,1,06031,3.32719341595428,148.310194622586
58975,SUN,PV1,OP,PV,102,254373,2016,SOLAR,Henrietta Solar Project,14328,36.218806,-119.805833,CA,06,031,WECC,CAMX,SOLAR,102,1,1,06031,13.7698268828276,137.16092538471
58985,SUN,1,OP,PV,20,52552,2014,SOLAR,"RE Kansas Solar, LLC",14328,36.247778,-119.833889,CA,06,031,WECC,CAMX,SOLAR,20,0,1,06031,11.2401335437051,137.474533100866
58991,SUN,1,OP,PV,20,51990,2014,SOLAR,"RE Kent South, LLC",14328,36.226111,-119.905278,CA,06,031,WECC,CAMX,SOLAR,20,0,1,06031,4.82152755107325,131.184048866645
59087,SUN,GEN 1,OP,PV,12,28711,2015,SOLAR,"Cottonwood Solar, LLC (City of Corcoran)",14328,36.134444,-119.554444,CA,06,031,WECC,CAMX,SOLAR,12,0,1,06031,1.62718395510548,149.487882293886
59150,SUN,PV1,OP,PV,100,259071,2016,SOLAR,RE Mustang LLC,14328,36.221667,-119.903056,CA,06,031,WECC,CAMX,SOLAR,100,1,1,06031,5.02334881116199,130.981069334274
59183,SUN,PV1,OP,PV,20,52378,2014,SOLAR,"CID Solar, LLC",14328,36.138056,-119.564722,CA,06,031,WECC,CAMX,SOLAR,20,0,1,06031,2.55165985258916,148.937610414221
59300,SUN,HAN1,OP,PV,1.5,2778.5,2014,SOLAR,Hanford 1 and 2,17609,36.306667,-119.629167,CA,06,031,WECC,CAMX,SOLAR,3,0,1,06031,9.85572114658449,155.545583699392
59300,SUN,HAN2,OP,PV,1.5,2778.5,2014,SOLAR,Hanford 1 and 2,17609,36.306667,-119.629167,CA,06,031,WECC,CAMX,SOLAR,3,0,1,06031,9.85572114658449,155.545583699392
59413,SUN,C2CA,OP,PV,19.8,50282,2015,SOLAR,Corcoran Solar 2,14328,36.141944,-119.581667,CA,06,031,WECC,CAMX,SOLAR,19.8,0,1,06031,4.10176753793332,147.912298373062
59633,SUN,KS,OP,PV,20,53909,2015,SOLAR,Kettleman Solar -Centaurus,14328,36.050833,-119.9475,CA,06,031,WECC,CAMX,SOLAR,20,0,1,06031,11.2671413349294,115.360737225226
59900,SUN,C3CA,OP,PV,20,52557,2016,SOLAR,Corcoran Solar 3,14328,36.15042,-119.58542,CA,06,031,WECC,CAMX,SOLAR,20,0,1,06031,4.62845533918665,148.159020936124
60077,SUN,AVCA,OP,PV,15.8,40727,2017,SOLAR,CED Avenal,14328,35.996324,-120.15146,CA,06,031,WECC,CAMX,SOLAR,15.8,0,1,06031,3.04732006285135,97.512846545366
60142,SUN,LEPV1,OP,PV,1.5,3572,2016,SOLAR,Lemoore 1,14328,36.257938,-119.798139,CA,06,031,WECC,CAMX,SOLAR,1.5,0,1,06031,14.4501633218762,140.59258135187
60275,SUN,WSPV1,OP,PV,2,4817,2016,SOLAR,Westside Solar Power PV1,14328,36.219,-119.907,CA,06,031,WECC,CAMX,SOLAR,2,0,1,06031,4.66975556068634,130.520429175735
60450,SUN,PVCR,OP,PV,1.1,1887,2014,SOLAR,Corcoran,14328,36.102307,-119.566516,CA,06,031,WECC,CAMX,SOLAR,1.1,0,1,06031,2.7130092891442,146.638513642121
60918,OBG,00003,OP,IC,1,7228,2016,BIOMASS,Verwey-Hanford Dairy Digester #1,14328,36.18519,-119.681495,CA,06,031,WECC,CAMX,BIOMASS,1,0,1,06031,13.705008176609,143.409672726609
61620,SUN,CORSP,OP,PV,5,3067,2013,SOLAR,CDCR (CA) - Corcoran State Prison,14328,36.06502,-119.55756,CA,06,031,WECC,CAMX,SOLAR,5,0,1,06031,1.91785464525682,145.154524666764
