oris,fuel_gen,id_gen,status_gen,mover_gen,capacity_gen,generation_gen,year_online,fuel_cat_gen,name_plant,id_operator,lat,lon,state,fips_state,fips_county,region_nerc,subregion_egrid,fuel_cat_plant,capacity_plant,i_big,i_operating,fips,dist_plant_county,dist_plant_state
3601,NG,1,OP,ST,136,91010,1965,GAS,Sim Gideon,11269,30.1456,-97.2708,TX,48,021,TRE,ERCT,GAS,623,1,1,48021,20.6477745720454,215.50212406109
3601,NG,2,OP,ST,136,99219,1968,GAS,Sim Gideon,11269,30.1456,-97.2708,TX,48,021,TRE,ERCT,GAS,623,1,1,48021,20.6477745720454,215.50212406109
3601,NG,3,OP,ST,351,359967,1972,GAS,Sim Gideon,11269,30.1456,-97.2708,TX,48,021,TRE,ERCT,GAS,623,1,1,48021,20.6477745720454,215.50212406109
55154,NG,CTA,OP,CT,202.5,755879,2001,GAS,Lost Pines 1,1015,30.1478,-97.2714,TX,48,021,TRE,ERCT,GAS,609,1,1,48021,20.6498396975087,215.742680025321
55154,NG,CTB,OP,CT,202.5,729763,2001,GAS,Lost Pines 1,1015,30.1478,-97.2714,TX,48,021,TRE,ERCT,GAS,609,1,1,48021,20.6498396975087,215.742680025321
55154,NG,ST,OP,CA,204,834615,2001,GAS,Lost Pines 1,1015,30.1478,-97.2714,TX,48,021,TRE,ERCT,GAS,609,1,1,48021,20.6498396975087,215.742680025321
55168,NG,0001,OP,CT,188.2,708569.5,2002,GAS,Bastrop Clean Energy Center,11269,30.1458,-97.55,TX,48,021,TRE,ERCT,GAS,618.7,1,1,48021,0.915042096940765,229.907735513979
55168,NG,0002,OP,CT,188.2,708569.5,2002,GAS,Bastrop Clean Energy Center,11269,30.1458,-97.55,TX,48,021,TRE,ERCT,GAS,618.7,1,1,48021,0.915042096940765,229.907735513979
55168,NG,0003,OP,CA,242.3,657358,2002,GAS,Bastrop Clean Energy Center,11269,30.1458,-97.55,TX,48,021,TRE,ERCT,GAS,618.7,1,1,48021,0.915042096940765,229.907735513979
