oris,fuel_gen,id_gen,status_gen,mover_gen,capacity_gen,generation_gen,year_online,fuel_cat_gen,name_plant,id_operator,lat,lon,state,fips_state,fips_county,region_nerc,subregion_egrid,fuel_cat_plant,capacity_plant,i_big,i_operating,fips,dist_plant_county,dist_plant_state
7783,NG,1,OP,GT,32,3592,2000,GAS,Omega JV2 Bowling Green,2054,41.3884,-83.6402,OH,39,173,RFC,RFCW,GAS,32,1,1,39173,12.4380244305207,37.6602104346926
55262,NG,CT1,OP,GT,33,2394.667,2000,GAS,AMP-Ohio Gas Turbines Bowling Green,2054,41.397369,-83.641236,OH,39,173,RFC,RFCW,GAS,49.5,1,1,39173,11.6989690653605,36.6610192640229
55262,NG,CT2,OP,GT,16.5,1197.333,2000,GAS,AMP-Ohio Gas Turbines Bowling Green,2054,41.397369,-83.641236,OH,39,173,RFC,RFCW,GAS,49.5,0,1,39173,11.6989690653605,36.6610192640229
55348,NG,1,OP,GT,198.9,137731,2002,GAS,"Troy Energy, LLC",56162,41.47724,-83.45983,OH,39,173,RFC,RFCW,GAS,795.6,1,1,39173,3.75047547333884,28.3503371830909
55348,NG,2,OP,GT,198.9,137731,2002,GAS,"Troy Energy, LLC",56162,41.47724,-83.45983,OH,39,173,RFC,RFCW,GAS,795.6,1,1,39173,3.75047547333884,28.3503371830909
55348,NG,3,OP,GT,198.9,137731,2002,GAS,"Troy Energy, LLC",56162,41.47724,-83.45983,OH,39,173,RFC,RFCW,GAS,795.6,1,1,39173,3.75047547333884,28.3503371830909
55348,NG,4,OP,GT,198.9,137731,2002,GAS,"Troy Energy, LLC",56162,41.47724,-83.45983,OH,39,173,RFC,RFCW,GAS,795.6,1,1,39173,3.75047547333884,28.3503371830909
56226,WND,1,OP,WT,1.8,2803.5,2004,WIND,Bowling Green Wind,2054,41.3786,-83.7383,OH,39,173,RFC,RFCW,WIND,7.2,0,1,39173,8.56939745656491,38.3744275425739
56226,WND,2,OP,WT,1.8,2803.5,2003,WIND,Bowling Green Wind,2054,41.3786,-83.7383,OH,39,173,RFC,RFCW,WIND,7.2,0,1,39173,8.56939745656491,38.3744275425739
56226,WND,3,OP,WT,1.8,2803.5,2003,WIND,Bowling Green Wind,2054,41.3786,-83.7383,OH,39,173,RFC,RFCW,WIND,7.2,0,1,39173,8.56939745656491,38.3744275425739
56226,WND,4,OP,WT,1.8,2803.5,2004,WIND,Bowling Green Wind,2054,41.3786,-83.7383,OH,39,173,RFC,RFCW,WIND,7.2,0,1,39173,8.56939745656491,38.3744275425739
60622,SUN,AMPBG,OP,PV,20,41927,2017,SOLAR,DG AMP Solar Bowling Green,18997,41.396,-83.582,OH,39,173,RFC,RFCW,SOLAR,20,0,1,39173,13.8722690171111,37.010698350184
