oris,fuel_gen,id_gen,status_gen,mover_gen,capacity_gen,generation_gen,year_online,fuel_cat_gen,name_plant,id_operator,lat,lon,state,fips_state,fips_county,region_nerc,subregion_egrid,fuel_cat_plant,capacity_plant,i_big,i_operating,fips,dist_plant_county,dist_plant_state
6125,DFO,1,OP,IC,2.8,148.4,1969,OIL,Shrewsbury,11804,42.2747,-71.7172,MA,25,027,NPCC,NEWE,OIL,14,0,1,25027,10.8226310785611,28.7480753511938
6125,DFO,2,OP,IC,2.8,148.4,1969,OIL,Shrewsbury,11804,42.2747,-71.7172,MA,25,027,NPCC,NEWE,OIL,14,0,1,25027,10.8226310785611,28.7480753511938
6125,DFO,3,OP,IC,2.8,148.4,1975,OIL,Shrewsbury,11804,42.2747,-71.7172,MA,25,027,NPCC,NEWE,OIL,14,0,1,25027,10.8226310785611,28.7480753511938
6125,DFO,4,OP,IC,2.8,148.4,1975,OIL,Shrewsbury,11804,42.2747,-71.7172,MA,25,027,NPCC,NEWE,OIL,14,0,1,25027,10.8226310785611,28.7480753511938
6125,DFO,5,OP,IC,2.8,148.4,1978,OIL,Shrewsbury,11804,42.2747,-71.7172,MA,25,027,NPCC,NEWE,OIL,14,0,1,25027,10.8226310785611,28.7480753511938
7501,WND,2,OP,WT,3,3919,2010,WIND,Princeton Wind Farm,15371,42.4789,-71.9,MA,25,027,NPCC,NEWE,WIND,3.3,0,1,25027,17.5481605011507,25.8138289533208
7501,WND,1,RE,WT,0.3,,1984,WIND,Princeton Wind Farm,15371,42.4789,-71.9,MA,25,027,NPCC,NEWE,WIND,3.3,0,0,25027,17.5481605011507,25.8138289533208
10408,NG,GEN2,OP,IC,2,0,2013,GAS,Clark University,13433,42.2508,-71.8226,MA,25,027,NPCC,NEWE,GAS,4,0,1,25027,18.5544634575796,25.2240219124032
10408,NG,GEN1,RE,IC,2,,1981,GAS,Clark University,13433,42.2508,-71.8226,MA,25,027,NPCC,NEWE,GAS,4,0,0,25027,18.5544634575796,25.2240219124032
10553,DFO,3622,OS,IC,0.1,0.6,1987,OIL,Anderson Power Products Division,18087,42.471389,-71.743333,MA,25,027,NPCC,NEWE,OIL,1,0,0,25027,8.42813437651536,26.1854193507526
