oris,fuel_gen,id_gen,status_gen,mover_gen,capacity_gen,generation_gen,year_online,fuel_cat_gen,name_plant,id_operator,lat,lon,state,fips_state,fips_county,region_nerc,subregion_egrid,fuel_cat_plant,capacity_plant,i_big,i_operating,fips,dist_plant_county,dist_plant_state
594,DFO,10,OP,GT,18.6,1099,1967,OIL,Indian River,5027,38.5857,-75.2341,DE,10,005,RFC,RFCE,COAL,804.1,0,1,10005,14.9196073285589,14.9196073285589
594,BIT,4,OP,ST,445.5,278641,1980,COAL,Indian River,5027,38.5857,-75.2341,DE,10,005,RFC,RFCE,COAL,804.1,1,1,10005,14.9196073285589,14.9196073285589
594,BIT,1,RE,ST,81.6,,1957,COAL,Indian River,5027,38.5857,-75.2341,DE,10,005,RFC,RFCE,COAL,804.1,1,0,10005,14.9196073285589,14.9196073285589
594,BIT,2,RE,ST,81.6,,1959,COAL,Indian River,5027,38.5857,-75.2341,DE,10,005,RFC,RFCE,COAL,804.1,1,0,10005,14.9196073285589,14.9196073285589
594,BIT,3,RE,ST,176.8,,1970,COAL,Indian River,5027,38.5857,-75.2341,DE,10,005,RFC,RFCE,COAL,804.1,1,0,10005,14.9196073285589,14.9196073285589
56429,LFG,1,OP,IC,1,4523.2,2006,BIOMASS,Ameresco Delaware South,5070,38.5992,-75.4342,DE,10,005,RFC,RFCE,BIOMASS,5,0,1,10005,16.2325773077832,16.2325773077832
56429,LFG,2,OP,IC,1,4523.2,2006,BIOMASS,Ameresco Delaware South,5070,38.5992,-75.4342,DE,10,005,RFC,RFCE,BIOMASS,5,0,1,10005,16.2325773077832,16.2325773077832
56429,LFG,3,OP,IC,1,4523.2,2006,BIOMASS,Ameresco Delaware South,5070,38.5992,-75.4342,DE,10,005,RFC,RFCE,BIOMASS,5,0,1,10005,16.2325773077832,16.2325773077832
56429,LFG,4,OP,IC,1,4523.2,2006,BIOMASS,Ameresco Delaware South,5070,38.5992,-75.4342,DE,10,005,RFC,RFCE,BIOMASS,5,0,1,10005,16.2325773077832,16.2325773077832
56429,LFG,5,OP,IC,1,4523.2,2010,BIOMASS,Ameresco Delaware South,5070,38.5992,-75.4342,DE,10,005,RFC,RFCE,BIOMASS,5,0,1,10005,16.2325773077832,16.2325773077832
57176,WND,FSMW,OP,WT,2,5207,2010,WIND,University of Delaware Wind Turbine,10935,38.782931,-75.164903,DE,10,005,RFC,RFCE,WIND,2,0,1,10005,12.1341586365491,12.1341586365491
57772,SUN,BRID,OP,PV,1.3,1447,2011,SOLAR,Perdue Bridgeville Photovoltaic,5027,38.757689,-75.602031,DE,10,005,RFC,RFCE,SOLAR,1.3,0,1,10005,8.46780199975582,9.9778777492889
58473,SUN,BHSF,OP,PV,4,6212,2013,SOLAR,Bruce A Henry Solar Farm,5070,38.663992,-75.400542,DE,10,005,RFC,RFCE,SOLAR,4,0,1,10005,23.291878546058,23.4916031525161
61206,SUN,10021,OP,PV,1.2,1989,2017,SOLAR,Onyx - Allen Harim,5027,38.717509,-75.288789,DE,10,005,RFC,RFCE,SOLAR,1.2,0,1,10005,24.0605144808298,24.0605144808298
