oris,fuel_gen,id_gen,status_gen,mover_gen,capacity_gen,generation_gen,year_online,fuel_cat_gen,name_plant,id_operator,lat,lon,state,fips_state,fips_county,region_nerc,subregion_egrid,fuel_cat_plant,capacity_plant,i_big,i_operating,fips,dist_plant_county,dist_plant_state
1999,NG,2,OP,IC,4.4,-110.391,1974,GAS,New Prague,13480,44.5431,-93.5731,MN,27,079,MRO,MROW,GAS,18.3,0,1,27079,0.0523505535282085,64.9026053794615
1999,NG,3,OP,IC,2.4,-60.213,1962,GAS,New Prague,13480,44.5431,-93.5731,MN,27,079,MRO,MROW,GAS,18.3,0,1,27079,0.0523505535282085,64.9026053794615
1999,NG,4,OP,IC,3.5,-87.811,1968,GAS,New Prague,13480,44.5431,-93.5731,MN,27,079,MRO,MROW,GAS,18.3,0,1,27079,0.0523505535282085,64.9026053794615
1999,NG,5,OP,IC,0.6,-15.053,1944,GAS,New Prague,13480,44.5431,-93.5731,MN,27,079,MRO,MROW,GAS,18.3,0,1,27079,0.0523505535282085,64.9026053794615
1999,NG,6,OP,IC,6,-150.533,1982,GAS,New Prague,13480,44.5431,-93.5731,MN,27,079,MRO,MROW,GAS,18.3,0,1,27079,0.0523505535282085,64.9026053794615
1999,NG,1,RE,IC,1.4,,1948,GAS,New Prague,13480,44.5431,-93.5731,MN,27,079,MRO,MROW,GAS,18.3,0,0,27079,0.0523505535282085,64.9026053794615
58563,OBG,HTBE,OP,IC,8,12124,2013,BIOMASS,Hometown Bio Energy LLC,10814,44.435556,-93.906389,MN,27,079,MRO,MROW,BIOMASS,8,0,1,27079,1.95547325268775,93.9443346193282
60526,SUN,PV1,OP,PV,4.5,8517,2016,SOLAR,Lake Emily Solar,13781,44.320364,-93.903166,MN,27,103,MRO,MROW,SOLAR,4.5,0,1,27103,3.3801955421973,91.1443096448823
60962,SUN,PV1,OP,PV,1,721.667,2018,SOLAR,Red Maple Solar,13781,44.3194,-93.899,MN,27,079,MRO,MROW,SOLAR,3,0,1,27079,3.70949432781095,91.037828503548
60962,SUN,PV2,OP,PV,1,721.667,2018,SOLAR,Red Maple Solar,13781,44.3194,-93.899,MN,27,079,MRO,MROW,SOLAR,3,0,1,27079,3.70949432781095,91.037828503548
60962,SUN,PV3,OP,PV,1,721.667,2018,SOLAR,Red Maple Solar,13781,44.3194,-93.899,MN,27,079,MRO,MROW,SOLAR,3,0,1,27079,3.70949432781095,91.037828503548
61141,SUN,0000F,OP,PV,3,2657,2017,SOLAR,"CF Novel Solar CSG Gardens Eleven, LLC",13781,44.24,-93.96,MN,27,013,MRO,MROW,SOLAR,3,0,1,27013,0.0649207304281368,82.2092685006284
61182,SUN,RLCS1,OP,PV,0.9,1544.333,2018,SOLAR,Lyra Community Solar,13781,44.240346,-93.585787,MN,27,079,MRO,MROW,SOLAR,2.7,0,1,27079,4.84952234306504,82.2698301964747
61182,SUN,RLCS2,OP,PV,0.9,1544.333,2018,SOLAR,Lyra Community Solar,13781,44.240346,-93.585787,MN,27,079,MRO,MROW,SOLAR,2.7,0,1,27079,4.84952234306504,82.2698301964747
61182,SUN,RLCS3,OP,PV,0.9,1544.333,2018,SOLAR,Lyra Community Solar,13781,44.240346,-93.585787,MN,27,079,MRO,MROW,SOLAR,2.7,0,1,27079,4.84952234306504,82.2698301964747
61544,SUN,GEN1,OP,PV,5,1088,2018,SOLAR,"LeSun CSG, LLC",13781,44.213446,-93.552423,MN,27,079,MRO,MROW,SOLAR,5,0,1,27079,1.92038645975809,79.2803488111332
61627,SUN,WA,OP,PV,5,6581,2018,SOLAR,Waterville Solar Holdings LLC,13781,44.197103,-93.571169,MN,27,079,MRO,MROW,SOLAR,5,0,1,27079,0.113358966393113,77.4658674270331
61705,SUN,ARCT,OP,PV,1,12,2018,SOLAR,Arcturus Community Solar,13781,44.283211,-93.954417,MN,27,079,MRO,MROW,SOLAR,1,0,1,27079,2.43198811974631,87.0083022912235
