oris,fuel_gen,id_gen,status_gen,mover_gen,capacity_gen,generation_gen,year_online,fuel_cat_gen,name_plant,id_operator,lat,lon,state,fips_state,fips_county,region_nerc,subregion_egrid,fuel_cat_plant,capacity_plant,i_big,i_operating,fips,dist_plant_county,dist_plant_state
7843,NG,11,OP,GT,167.5,34109.058,2001,GAS,Pleasant Valley Station,7570,43.799446,-92.682874,MN,27,099,MRO,MROW,GAS,467.8,1,1,27099,3.80797234789483,33.2439584654818
7843,NG,12,OP,GT,167.5,34109.058,2001,GAS,Pleasant Valley Station,7570,43.799446,-92.682874,MN,27,099,MRO,MROW,GAS,467.8,1,1,27099,3.80797234789483,33.2439584654818
7843,NG,13,OP,GT,132.8,27042.883,2002,GAS,Pleasant Valley Station,7570,43.799446,-92.682874,MN,27,099,MRO,MROW,GAS,467.8,1,1,27099,3.80797234789483,33.2439584654818
56307,WND,1,OP,WT,14,27574.167,2003,WIND,Adams Wind Farm,4716,43.554778,-92.724139,MN,27,099,MRO,MROW,WIND,24,0,1,27099,6.07733045203242,6.07733045203242
56307,WND,2,OP,WT,10,19695.833,2004,WIND,Adams Wind Farm,4716,43.554778,-92.724139,MN,27,099,MRO,MROW,WIND,24,0,1,27099,6.07733045203242,6.07733045203242
56424,WND,1,OP,WT,98.9,262109,2006,WIND,Mower County Wind Energy Center,4716,43.61407,-92.59882,MN,27,099,MRO,MROW,WIND,98.9,1,1,27099,12.0513841562924,12.6447499255787
56494,WND,HP2,OP,WT,100.6,298524,2007,WIND,Prairie Star Wind Farm,56068,43.6861,-92.6272,MN,27,099,MRO,MROW,WIND,100.6,1,1,27099,14.3228245097152,20.6443763086004
56876,WND,TBD,OP,WT,100.5,272129,2009,WIND,Wapsipinicon Wind Project,7570,43.8006,-92.6822,MN,27,099,MRO,MROW,WIND,100.5,1,1,27099,3.67862627599468,33.3719464405996
56994,WND,WND67,OP,WT,100.5,270862,2008,WIND,Grand Meadow,7570,43.7189,-92.705,MN,27,099,MRO,MROW,WIND,100.5,1,1,27099,12.8290045962325,24.3024618627088
59201,WND,1,OP,WT,200,756650,2015,WIND,Pleasant Valley Wind Farm,7570,43.805,-92.769722,MN,27,099,MRO,MROW,WIND,200,1,1,27099,4.84866109667055,33.8732687228132
