oris,fuel_gen,id_gen,status_gen,mover_gen,capacity_gen,generation_gen,year_online,fuel_cat_gen,name_plant,id_operator,lat,lon,state,fips_state,fips_county,region_nerc,subregion_egrid,fuel_cat_plant,capacity_plant,i_big,i_operating,fips,dist_plant_county,dist_plant_state
10149,NG,GEN1,OP,ST,7.5,45142,1957,GAS,Decorative Panels Intl,392,45.062836,-83.423333,MI,26,007,RFC,RFCM,GAS,7.5,0,1,26007,16.0183282354572,64.0711680245461
50305,PC,GE10,OP,ST,3.2,0,1999,OIL,Alpena Cement Plant,392,45.069929,-83.408182,MI,26,007,RFC,RFCM,OIL,47.2,0,1,26007,15.2366163559196,62.7585403398345
50305,PC,GEN6,OP,ST,12,56911,1952,OIL,Alpena Cement Plant,392,45.069929,-83.408182,MI,26,007,RFC,RFCM,OIL,47.2,0,1,26007,15.2366163559196,62.7585403398345
50305,PC,GEN7,OP,ST,10,19636,1955,OIL,Alpena Cement Plant,392,45.069929,-83.408182,MI,26,007,RFC,RFCM,OIL,47.2,0,1,26007,15.2366163559196,62.7585403398345
50305,PC,GEN8,OP,ST,11,25495,1991,OIL,Alpena Cement Plant,392,45.069929,-83.408182,MI,26,007,RFC,RFCM,OIL,47.2,0,1,26007,15.2366163559196,62.7585403398345
50305,PC,GEN9,OP,ST,11,55121,1994,OIL,Alpena Cement Plant,392,45.069929,-83.408182,MI,26,007,RFC,RFCM,OIL,47.2,0,1,26007,15.2366163559196,62.7585403398345
54340,WAT,1,OP,HY,2.8,12184.2,1990,HYDRO,Norway Point Hydropower Project,392,45.1025,-83.5189,MI,26,007,RFC,RFCM,HYDRO,4,0,1,26007,11.5902421494986,64.3865999353183
54340,WAT,2,OP,HY,1.2,5221.8,1990,HYDRO,Norway Point Hydropower Project,392,45.1025,-83.5189,MI,26,007,RFC,RFCM,HYDRO,4,0,1,26007,11.5902421494986,64.3865999353183
54341,WAT,1,OP,HY,0.6,3301.429,1990,HYDRO,Four Mile Hydropower Project,392,45.0933,-83.5025,MI,26,007,RFC,RFCM,HYDRO,2.1,0,1,26007,12.6457841376439,64.5625042701302
54341,WAT,2,OP,HY,0.6,3301.429,1990,HYDRO,Four Mile Hydropower Project,392,45.0933,-83.5025,MI,26,007,RFC,RFCM,HYDRO,2.1,0,1,26007,12.6457841376439,64.5625042701302
54341,WAT,3,OP,HY,0.6,3301.429,1990,HYDRO,Four Mile Hydropower Project,392,45.0933,-83.5025,MI,26,007,RFC,RFCM,HYDRO,2.1,0,1,26007,12.6457841376439,64.5625042701302
54341,WAT,4,OP,HY,0.2,1100.476,2005,HYDRO,Four Mile Hydropower Project,392,45.0933,-83.5025,MI,26,007,RFC,RFCM,HYDRO,2.1,0,1,26007,12.6457841376439,64.5625042701302
54341,WAT,5,IP,HY,0.1,550.238,,HYDRO,Four Mile Hydropower Project,392,45.0933,-83.5025,MI,26,007,RFC,RFCM,HYDRO,2.1,0,0,26007,12.6457841376439,64.5625042701302
54342,WAT,1,OP,HY,0.4,1824.5,1990,HYDRO,Ninth Street Hydropower Project,392,45.0717,-83.4381,MI,26,007,RFC,RFCM,HYDRO,1.6,0,1,26007,15.0269241414079,63.8823471445837
54342,WAT,2,OP,HY,0.4,1824.5,1990,HYDRO,Ninth Street Hydropower Project,392,45.0717,-83.4381,MI,26,007,RFC,RFCM,HYDRO,1.6,0,1,26007,15.0269241414079,63.8823471445837
54342,WAT,3,OP,HY,0.4,1824.5,1990,HYDRO,Ninth Street Hydropower Project,392,45.0717,-83.4381,MI,26,007,RFC,RFCM,HYDRO,1.6,0,1,26007,15.0269241414079,63.8823471445837
54342,WAT,4,IP,HY,0.4,1824.5,,HYDRO,Ninth Street Hydropower Project,392,45.0717,-83.4381,MI,26,007,RFC,RFCM,HYDRO,1.6,0,0,26007,15.0269241414079,63.8823471445837
