oris,fuel_gen,id_gen,status_gen,mover_gen,capacity_gen,generation_gen,year_online,fuel_cat_gen,name_plant,id_operator,lat,lon,state,fips_state,fips_county,region_nerc,subregion_egrid,fuel_cat_plant,capacity_plant,i_big,i_operating,fips,dist_plant_county,dist_plant_state
1573,DFO,3,OP,GT,65,4314.155,1973,OIL,Morgantown,15270,38.3592,-76.9767,MD,24,017,RFC,RFCE,COAL,1548,1,1,24017,3.31064311803958,3.31064311803958
1573,DFO,4,OP,GT,65,4314.155,1973,OIL,Morgantown,15270,38.3592,-76.9767,MD,24,017,RFC,RFCE,COAL,1548,1,1,24017,3.31064311803958,3.31064311803958
1573,DFO,5,OP,GT,65,4314.155,1973,OIL,Morgantown,15270,38.3592,-76.9767,MD,24,017,RFC,RFCE,COAL,1548,1,1,24017,3.31064311803958,3.31064311803958
1573,DFO,6,OP,GT,65,4314.155,1973,OIL,Morgantown,15270,38.3592,-76.9767,MD,24,017,RFC,RFCE,COAL,1548,1,1,24017,3.31064311803958,3.31064311803958
1573,DFO,GT1,OP,GT,18,1194.689,1970,OIL,Morgantown,15270,38.3592,-76.9767,MD,24,017,RFC,RFCE,COAL,1548,0,1,24017,3.31064311803958,3.31064311803958
1573,DFO,GT2,OP,GT,18,1194.689,1971,OIL,Morgantown,15270,38.3592,-76.9767,MD,24,017,RFC,RFCE,COAL,1548,0,1,24017,3.31064311803958,3.31064311803958
1573,BIT,ST1,OP,ST,626,1174959,1970,COAL,Morgantown,15270,38.3592,-76.9767,MD,24,017,RFC,RFCE,COAL,1548,1,1,24017,3.31064311803958,3.31064311803958
1573,BIT,ST2,OP,ST,626,1328513,1971,COAL,Morgantown,15270,38.3592,-76.9767,MD,24,017,RFC,RFCE,COAL,1548,1,1,24017,3.31064311803958,3.31064311803958
56846,NG,GTG1,OP,CT,215,1362440,2017,GAS,CPV St. Charles Energy Center,15270,38.5686,-76.8919,MD,24,017,RFC,RFCE,GAS,746,1,1,24017,9.2753281604168,21.0155819265333
56846,NG,GTG2,OP,CT,215,1377505,2017,GAS,CPV St. Charles Energy Center,15270,38.5686,-76.8919,MD,24,017,RFC,RFCE,GAS,746,1,1,24017,9.2753281604168,21.0155819265333
56846,NG,STGEN,OP,CA,316,1568348,2017,GAS,CPV St. Charles Energy Center,15270,38.5686,-76.8919,MD,24,017,RFC,RFCE,GAS,746,1,1,24017,9.2753281604168,21.0155819265333
58463,SUN,1,OP,PV,5.5,8090,2012,SOLAR,Herbert Farm Solar,17637,38.545556,-76.799444,MD,24,017,RFC,RFCE,SOLAR,5.5,0,1,24017,4.52513907163722,26.3641130155178
59811,SUN,GEN1,OP,PV,10.3,18815,2015,SOLAR,Rockfish Solar LLC,17637,38.591545,-76.87486,MD,24,017,RFC,RFCE,SOLAR,10.3,0,1,24017,7.12991033660215,20.2112673283844
