oris,fuel_gen,id_gen,status_gen,mover_gen,capacity_gen,generation_gen,year_online,fuel_cat_gen,name_plant,id_operator,lat,lon,state,fips_state,fips_county,region_nerc,subregion_egrid,fuel_cat_plant,capacity_plant,i_big,i_operating,fips,dist_plant_county,dist_plant_state
58669,SUN,SELMA,OP,PV,5,8951,2014,SOLAR,Selma Solar LLC,5416,35.576389,-78.183333,NC,37,101,SERC,SRVC,SOLAR,5,0,1,37101,6.01742253125089,107.440032552852
59376,SUN,DUNN1,OP,PV,2,3565,2012,SOLAR,Dunn,3046,35.475,-78.548611,NC,37,085,SERC,SRVC,SOLAR,2,0,1,37085,7.02353012322991,118.319506797148
59499,SUN,PV1,OP,PV,5,9060,2016,SOLAR,Candace Solar,3046,35.487,-78.1922,NC,37,101,SERC,SRVC,SOLAR,5,0,1,37101,6.20972505943644,117.363450223227
59501,SUN,NITRO,OP,PV,5,7967,2015,SOLAR,Nitro Solar,3046,35.486944,-78.313889,NC,37,101,SERC,SRVC,SOLAR,5,0,1,37101,16.3043297551809,117.310107245032
59509,SUN,PV1,OP,PV,4,7040,2016,SOLAR,Murdock Solar,3046,35.6633,-78.5206,NC,37,101,SERC,SRVC,SOLAR,4,0,1,37101,0.129110850136919,97.4181579950213
59512,SUN,PV1,OP,PV,4,7310,2016,SOLAR,Happy Solar,3046,35.3965,-78.5108,NC,37,101,SERC,SRVC,SOLAR,4,0,1,37101,5.69048994495047,121.44232560888
59533,SUN,PRCTN,OP,PV,5,8944,2015,SOLAR,Princeton,3046,35.504444,-78.192222,NC,37,101,SERC,SRVC,SOLAR,5,0,1,37101,6.97349861272259,115.427276816047
59534,SUN,4OAKS,OP,PV,5,7837,2015,SOLAR,4Oaks,3046,35.4325,-78.411667,NC,37,101,SERC,SRVC,SOLAR,5,0,1,37101,14.8286524486707,123.241052533456
59565,SUN,PV1,OP,PV,5,9025,2015,SOLAR,Keen Farm,3046,35.426667,-78.4,NC,37,101,SERC,SRVC,SOLAR,5,0,1,37101,15.2393486550651,123.901044257086
59584,SUN,PV1,OP,PV,5,10256,2015,SOLAR,Wellons Farm,3046,35.511698,-78.291129,NC,37,101,SERC,SRVC,SOLAR,5,0,1,37101,15.5319953033074,114.585874809331
59711,LFG,GEN1,OP,IC,1.6,10850,2014,BIOMASS,"CII Methane Management IV, LLC",3046,35.511903,-78.433794,NC,37,101,SERC,SRVC,BIOMASS,1.6,0,1,37101,17.7189439581348,114.404259126258
59955,SUN,GEN01,OP,PV,1.8,3337,2015,SOLAR,Smithfield,17451,35.48835,-78.319751,NC,37,101,SERC,SRVC,SOLAR,1.8,0,1,37101,16.8539777816484,117.147689585626
59956,SUN,GEN02,OP,PV,1.8,3080,2015,SOLAR,ESA Selma,16914,35.5262,-78.2898,NC,37,101,SERC,SRVC,SOLAR,1.8,0,1,37101,16.0698734875569,112.977743862284
60121,SUN,HCEJI,OP,PV,2.6,3640,2015,SOLAR,"HCE Johnston I, LLC",5416,35.560002,-78.59453,NC,37,101,SERC,SRVC,SOLAR,2.6,0,1,37101,3.81972372256021,108.89848336251
60129,SUN,POW,OP,PV,2,3962,2015,SOLAR,"Red Toad 1425 A Powatan Road, LLC",3046,35.604208,-78.370875,NC,37,101,SERC,SRVC,SOLAR,2,0,1,37101,13.8428740157685,104.227688418156
60401,SUN,BCSPV,OP,PV,5.2,9423,2015,SOLAR,"Bizzell Church Solar 1, LLC",3046,35.549401,-78.179859,NC,37,101,SERC,SRVC,SOLAR,5.2,0,1,37101,7.73063396706105,110.435014224724
60538,SUN,1,OP,PV,5,8951,2015,SOLAR,"Langdon Solar Farm, LLC",3046,35.447278,-78.413481,NC,37,101,SERC,SRVC,SOLAR,5,0,1,37101,15.8438183249858,121.599176757563
61158,SUN,BIZZE,OP,PV,5,9245,2017,SOLAR,Bizzell Church Solar 2,3046,35.544405,-78.177204,NC,37,101,SERC,SRVC,SOLAR,5,0,1,37101,7.51311713417249,110.989723973552
62018,SUN,PGRI1,OP,PV,1.6,0,2018,SOLAR,Page Solar,3046,35.533191,-78.639456,NC,37,101,SERC,SRVC,SOLAR,1.6,0,1,37101,3.17687261853715,111.890198557081
62131,SUN,G4451,OP,PV,2,396,2018,SOLAR,"Red Toad 4451 Buffalo Road, LLC",3046,35.557397,-78.297336,NC,37,101,SERC,SRVC,SOLAR,2,0,1,37101,16.3768302519773,109.508155466797
62168,SUN,CHU01,OP,PV,5,2148,2018,SOLAR,Church Road Solar LLC,3046,35.523663,-78.625352,NC,37,085,SERC,SRVC,SOLAR,5,0,1,37085,4.41124073594596,112.938266192154
62204,SUN,G5840,OP,PV,2,296,2018,SOLAR,"Red Toad 5840 Buffalo Road, LLC",3046,35.572873,-78.302297,NC,37,101,SERC,SRVC,SOLAR,2,0,1,37101,16.2821005212535,107.785815873788
