oris,fuel_gen,id_gen,status_gen,mover_gen,capacity_gen,generation_gen,year_online,fuel_cat_gen,name_plant,id_operator,lat,lon,state,fips_state,fips_county,region_nerc,subregion_egrid,fuel_cat_plant,capacity_plant,i_big,i_operating,fips,dist_plant_county,dist_plant_state
2876,BIT,1,OP,ST,217.3,1302071,1955,COAL,Kyger Creek,14015,38.9144,-82.1289,OH,39,053,RFC,RFCW,COAL,1086.5,1,1,39053,0.250215637102474,0.250215637102474
2876,BIT,2,OP,ST,217.3,1287397,1955,COAL,Kyger Creek,14015,38.9144,-82.1289,OH,39,053,RFC,RFCW,COAL,1086.5,1,1,39053,0.250215637102474,0.250215637102474
2876,BIT,3,OP,ST,217.3,1092177,1955,COAL,Kyger Creek,14015,38.9144,-82.1289,OH,39,053,RFC,RFCW,COAL,1086.5,1,1,39053,0.250215637102474,0.250215637102474
2876,BIT,4,OP,ST,217.3,1065004,1955,COAL,Kyger Creek,14015,38.9144,-82.1289,OH,39,053,RFC,RFCW,COAL,1086.5,1,1,39053,0.250215637102474,0.250215637102474
2876,BIT,5,OP,ST,217.3,1054436,1955,COAL,Kyger Creek,14015,38.9144,-82.1289,OH,39,053,RFC,RFCW,COAL,1086.5,1,1,39053,0.250215637102474,0.250215637102474
8102,RC,1,OP,ST,1300,6996899,1974,COAL,Gen J M Gavin,14006,38.9347,-82.1158,OH,39,053,RFC,RFCW,COAL,2600,1,1,39053,0.297098628395367,0.297098628395367
8102,RC,2,OP,ST,1300,9009303,1975,COAL,Gen J M Gavin,14006,38.9347,-82.1158,OH,39,053,RFC,RFCW,COAL,2600,1,1,39053,0.297098628395367,0.297098628395367
