oris,fuel_gen,id_gen,status_gen,mover_gen,capacity_gen,generation_gen,year_online,fuel_cat_gen,name_plant,id_operator,lat,lon,state,fips_state,fips_county,region_nerc,subregion_egrid,fuel_cat_plant,capacity_plant,i_big,i_operating,fips,dist_plant_county,dist_plant_state
55501,NG,CTG1,OP,CT,183.9,797840,2003,GAS,Tenaska Kiamichi Generating Station,44372,34.6831,-95.9349,OK,40,121,TRE,ERCT,GAS,1370,1,1,40121,0.281352559790788,87.8778774734447
55501,NG,CTG2,OP,CT,183.9,788807,2003,GAS,Tenaska Kiamichi Generating Station,44372,34.6831,-95.9349,OK,40,121,TRE,ERCT,GAS,1370,1,1,40121,0.281352559790788,87.8778774734447
55501,NG,CTG3,OP,CT,183.9,783785,2003,GAS,Tenaska Kiamichi Generating Station,44372,34.6831,-95.9349,OK,40,121,TRE,ERCT,GAS,1370,1,1,40121,0.281352559790788,87.8778774734447
55501,NG,CTG4,OP,CT,183.9,773538,2003,GAS,Tenaska Kiamichi Generating Station,44372,34.6831,-95.9349,OK,40,121,TRE,ERCT,GAS,1370,1,1,40121,0.281352559790788,87.8778774734447
55501,NG,STG1,OP,CA,317.2,1178951,2003,GAS,Tenaska Kiamichi Generating Station,44372,34.6831,-95.9349,OK,40,121,TRE,ERCT,GAS,1370,1,1,40121,0.281352559790788,87.8778774734447
55501,NG,STG2,OP,CA,317.2,1162704,2003,GAS,Tenaska Kiamichi Generating Station,44372,34.6831,-95.9349,OK,40,121,TRE,ERCT,GAS,1370,1,1,40121,0.281352559790788,87.8778774734447
