oris,fuel_gen,id_gen,status_gen,mover_gen,capacity_gen,generation_gen,year_online,fuel_cat_gen,name_plant,id_operator,lat,lon,state,fips_state,fips_county,region_nerc,subregion_egrid,fuel_cat_plant,capacity_plant,i_big,i_operating,fips,dist_plant_county,dist_plant_state
1004,SGC,CT1,OP,CT,236.5,1061286,2013,COAL,Edwardsport Generating Station,15470,38.8067,-87.2472,IN,18,083,RFC,RFCW,COAL,948.7,1,1,18083,0.0924745612413893,21.6970246028697
1004,SGC,CT2,OP,CT,236.5,1072289,2013,COAL,Edwardsport Generating Station,15470,38.8067,-87.2472,IN,18,083,RFC,RFCW,COAL,948.7,1,1,18083,0.0924745612413893,21.6970246028697
1004,SGC,ST,OP,CA,331.5,1828443,2013,COAL,Edwardsport Generating Station,15470,38.8067,-87.2472,IN,18,083,RFC,RFCW,COAL,948.7,1,1,18083,0.0924745612413893,21.6970246028697
1004,DFO,6,RE,ST,35,,1944,OIL,Edwardsport Generating Station,15470,38.8067,-87.2472,IN,18,083,RFC,RFCW,COAL,948.7,1,0,18083,0.0924745612413893,21.6970246028697
1004,BIT,7,RE,ST,40.2,,1949,COAL,Edwardsport Generating Station,15470,38.8067,-87.2472,IN,18,083,RFC,RFCW,COAL,948.7,1,0,18083,0.0924745612413893,21.6970246028697
1004,BIT,8,RE,ST,69,,1951,COAL,Edwardsport Generating Station,15470,38.8067,-87.2472,IN,18,083,RFC,RFCW,COAL,948.7,1,0,18083,0.0924745612413893,21.6970246028697
55224,NG,CTG1,OP,GT,125.1,47947.75,2000,GAS,Wheatland Generating Facility LLC,15470,38.6716,-87.2931,IN,18,083,RFC,RFCW,GAS,500.4,1,1,18083,2.00125871849806,19.2081532215197
55224,NG,CTG2,OP,GT,125.1,47947.75,2000,GAS,Wheatland Generating Facility LLC,15470,38.6716,-87.2931,IN,18,083,RFC,RFCW,GAS,500.4,1,1,18083,2.00125871849806,19.2081532215197
55224,NG,CTG3,OP,GT,125.1,47947.75,2000,GAS,Wheatland Generating Facility LLC,15470,38.6716,-87.2931,IN,18,083,RFC,RFCW,GAS,500.4,1,1,18083,2.00125871849806,19.2081532215197
55224,NG,CTG4,OP,GT,125.1,47947.75,2000,GAS,Wheatland Generating Facility LLC,15470,38.6716,-87.2931,IN,18,083,RFC,RFCW,GAS,500.4,1,1,18083,2.00125871849806,19.2081532215197
