oris,fuel_gen,id_gen,status_gen,mover_gen,capacity_gen,generation_gen,year_online,fuel_cat_gen,name_plant,id_operator,lat,lon,state,fips_state,fips_county,region_nerc,subregion_egrid,fuel_cat_plant,capacity_plant,i_big,i_operating,fips,dist_plant_county,dist_plant_state
7593,WAT,1,OP,HY,8,1598,1988,HYDRO,El Vado Dam,13777,36.592775,-106.73213,NM,35,039,WECC,AZNM,HYDRO,8,0,1,35039,43.9387366339254,44.3653789260493
7789,WAT,1,OP,HY,6.3,11461.962,1989,HYDRO,Abiquiu Dam,9699,36.239886,-106.423043,NM,35,039,WECC,AZNM,HYDRO,15.6,0,1,35039,26.4789618211033,83.6349948142061
7789,WAT,2,OP,HY,6.3,11461.962,1989,HYDRO,Abiquiu Dam,9699,36.239886,-106.423043,NM,35,039,WECC,AZNM,HYDRO,15.6,0,1,35039,26.4789618211033,83.6349948142061
7789,WAT,3,OP,HY,3,5458.077,2011,HYDRO,Abiquiu Dam,9699,36.239886,-106.423043,NM,35,039,WECC,AZNM,HYDRO,15.6,0,1,35039,26.4789618211033,83.6349948142061
58689,SUN,1,OP,PV,1.3,2611,2012,SOLAR,Blue Sky One,10378,36.907778,-105.985278,NM,35,055,WECC,AZNM,SOLAR,1.3,0,1,35055,0.542900105430509,9.71430579776935
