oris,fuel_gen,id_gen,status_gen,mover_gen,capacity_gen,generation_gen,year_online,fuel_cat_gen,name_plant,id_operator,lat,lon,state,fips_state,fips_county,region_nerc,subregion_egrid,fuel_cat_plant,capacity_plant,i_big,i_operating,fips,dist_plant_county,dist_plant_state
6177,RC,CO1,OP,ST,410.9,1563291,1979,COAL,Coronado Generating Station,16572,34.5789,-109.2708,AZ,04,001,WECC,AZNM,COAL,821.8,1,1,04001,20.612956694763,20.612956694763
6177,RC,CO2,OP,ST,410.9,2034581,1980,COAL,Coronado Generating Station,16572,34.5789,-109.2708,AZ,04,001,WECC,AZNM,COAL,821.8,1,1,04001,20.612956694763,20.612956694763
8223,SUB,1,OP,ST,424.8,2516814,1985,COAL,Springerville Generating Station,24211,34.3186,-109.1639,AZ,04,001,WECC,AZNM,COAL,2179.2,1,1,04001,10.8078141750168,10.8078141750168
8223,SUB,2,OP,ST,424.8,2665984,1990,COAL,Springerville Generating Station,24211,34.3186,-109.1639,AZ,04,001,WECC,AZNM,COAL,2179.2,1,1,04001,10.8078141750168,10.8078141750168
8223,SUB,3,OP,ST,458.1,2557060,2006,COAL,Springerville Generating Station,24211,34.3186,-109.1639,AZ,04,001,WECC,AZNM,COAL,2179.2,1,1,04001,10.8078141750168,10.8078141750168
8223,SUB,4,OP,ST,458.1,2197970,2009,COAL,Springerville Generating Station,24211,34.3186,-109.1639,AZ,04,001,WECC,AZNM,COAL,2179.2,1,1,04001,10.8078141750168,10.8078141750168
8223,SUN,SGSS,OP,PV,3.7,6630.179,2001,SOLAR,Springerville Generating Station,24211,34.3186,-109.1639,AZ,04,001,WECC,AZNM,COAL,2179.2,0,1,04001,10.8078141750168,10.8078141750168
8223,SUN,SGSS1,OP,PV,1.4,2508.716,2010,SOLAR,Springerville Generating Station,24211,34.3186,-109.1639,AZ,04,001,WECC,AZNM,COAL,2179.2,0,1,04001,10.8078141750168,10.8078141750168
8223,SUN,WMS,OP,PV,8.3,14873.104,2014,SOLAR,Springerville Generating Station,24211,34.3186,-109.1639,AZ,04,001,WECC,AZNM,COAL,2179.2,0,1,04001,10.8078141750168,10.8078141750168
8223,SUB,5,IP,ST,400,0,,COAL,Springerville Generating Station,24211,34.3186,-109.1639,AZ,04,001,WECC,AZNM,COAL,2179.2,1,0,04001,10.8078141750168,10.8078141750168
