KEY UNIT ID,ORIS CODE,LOCATION IDENTIFIER,DUCT IND,BYPASS IND,STACK HEIGHT,SHAPE CD,BEGIN DATE,END DATE,MATERIAL CD,CROSS AREA FLOW,CROSS AREA EXIT,GROUND ELEVATION
1895,2832,7,0,0,800,ROUND,11/15/1993,9/30/2007,OTHER,299,299,510
1896,2832,8,0,0,800,ROUND,1/1/1995,3/31/2007,OTHER,299,299,510
1896,2832,8,0,0,800,ROUND,4/1/2007,,OTHER,431,431,510
1901,2835,7,,,373,RECT,11/15/1993,,OTHER,240,227,327
1904,2836,10,,,524,RECT,1/1/1995,,OTHER,121,87,0
1906,2836,12,,,600,ROUND,11/15/1993,,OTHER,576,452,0
1908,2837,1,,,540,ROUND,11/15/1993,,OTHER,112,112,600
1909,2837,2,,,540,ROUND,11/15/1993,,OTHER,113,113,600
1910,2837,3,,,540,ROUND,11/15/1993,,OTHER,112,112,600
1911,2837,4,,,540,ROUND,11/15/1993,,OTHER,199,199,600
1912,2837,5,,,600,ROUND,11/15/1993,,OTHER,445,445,613
1913,2838,18,,,320,ROUND,6/26/1996,,BRICK,224,113,568
1918,2840,CS012,,,449,,11/15/1993,1/1/2006,,233,123,744
1919,2840,CS012,,,449,,11/15/1993,1/1/2006,,233,123,744
1920,2840,3,,,449,ROUND,11/15/1993,,BRICK,284,241,744
1921,2840,4,1,,800,ROUND,4/1/2009,,OTHER,838,838,743
1921,2840,4,,,805,ROUND,11/15/1993,3/31/2009,OTHER,531,531,744
1922,2840,CS056,,,805,ROUND,1/1/1995,6/30/2019,BRICK,900,531,744
1923,2840,6,,,805,ROUND,7/1/2019,,BRICK,,531,744
1923,2840,CS056,,,805,ROUND,1/1/1995,6/30/2019,BRICK,900,531,744
1924,2843,9,,,288,ROUND,11/15/1993,,BRICK,166,132,696
1928,2847,1,,,92,ROUND,9/18/1995,,OTHER,,191,735
1929,2847,2,,,92,ROUND,2/18/1997,,OTHER,,191,735
1930,2847,3,,,92,ROUND,3/4/1999,,OTHER,,191,735
1931,2848,CS0001,,,250,ROUND,1/1/1995,,BRICK,150,150,701
1931,2848,H-1,,,250,,1/1/1995,,,,150,701
1932,2848,CS0001,,,250,ROUND,1/1/1995,,BRICK,150,150,701
1932,2848,H-2,,,250,,1/1/1995,,,,150,701
1933,2848,CS0002,,,250,ROUND,1/1/1995,,BRICK,152,152,701
1933,2848,H-3,,,250,,1/1/1995,,,,152,701
1934,2848,CS0002,,,250,ROUND,1/1/1995,,BRICK,152,152,701
1934,2848,H-4,,,250,,1/1/1995,,,,152,701
1935,2848,CS0003,,,250,ROUND,1/1/1995,,BRICK,160,160,701
1935,2848,H-5,,,250,,1/1/1995,,,,160,701
1936,2848,CS0003,,,250,ROUND,1/1/1995,,BRICK,160,160,701
1936,2848,H-6,,,250,,1/1/1995,,,,160,701
1937,2850,1,,,700,ROUND,11/15/1993,,OTHER,284,284,532
1937,2850,MS1B,,1,800,ROUND,5/5/2008,,OTHER,283,283,535
1937,2850,MS1W,,,800,ROUND,5/5/2008,,OTHER,531,531,532
1938,2850,2,,,700,ROUND,11/15/1993,,OTHER,284,284,532
1938,2850,MS2B,,1,800,ROUND,5/23/2008,,OTHER,283,283,535
1938,2850,MS2W,,,800,ROUND,5/23/2008,,OTHER,531,531,532
1939,2850,3,,,700,ROUND,11/15/1993,,OTHER,284,284,532
1939,2850,MS3B,,1,800,ROUND,2/29/2008,,OTHER,283,283,535
1939,2850,MS3W,,,800,ROUND,2/28/2008,,OTHER,531,531,532
1940,2850,4,,,700,ROUND,11/15/1993,,OTHER,284,284,532
1940,2850,MS4B,,1,800,ROUND,2/1/2008,,OTHER,283,283,535
1940,2850,MS4W,,,800,ROUND,2/1/2008,,OTHER,531,531,532
1946,2861,1,0,0,393,ROUND,11/15/1993,,OTHER,95,95,875
1946,2861,CS0001,0,0,393,ROUND,4/1/1997,,OTHER,95,95,875
1946,2861,CS0002,0,0,393,ROUND,4/1/1997,,OTHER,95,95,898
1947,2861,2,,,393,,11/15/1993,,,,95,0
1947,2861,CS0001,0,0,393,ROUND,4/1/1997,,OTHER,95,95,875
1947,2861,CS0002,0,0,393,ROUND,4/1/1997,,OTHER,95,95,898
1947,2861,MS0002,,,393,ROUND,1/1/2009,,OTHER,95,95,875
1952,2864,5,,,850,,11/15/1993,,,,361,655
1952,2864,CS0001,,,850,ROUND,1/1/1995,,OTHER,361,361,655
1953,2864,6,,,850,,11/15/1993,,,,361,655
1953,2864,CS0001,,,850,ROUND,1/1/1995,,OTHER,361,361,655
1954,2864,7,,,850,,11/15/1993,,,,361,655
1954,2864,CS0001,,,850,ROUND,1/1/1995,,OTHER,361,361,655
1955,2864,8,,,850,,11/15/1993,,,,361,655
1955,2864,CS0001,,,850,ROUND,1/1/1995,,OTHER,361,361,655
1956,2866,1,,,504,,1/1/1995,3/31/2010,,,,690
1956,2866,1,,,830,ROUND,4/1/2010,,OTHER,,,690
1956,2866,CS0001,,,504,ROUND,1/1/1995,,OTHER,512,346,690
1956,2866,CSC,0,0,1000,ROUND,1/1/2010,,OTHER,1000,1000,690
1957,2866,2,,,504,,1/1/1995,,,,346,690
1957,2866,CS0001,,,504,ROUND,1/1/1995,,OTHER,512,346,690
1957,2866,CSC,0,0,1000,ROUND,1/1/2010,,OTHER,1000,1000,690
1958,2866,3,,,504,,1/1/1995,3/7/2010,,,314,690
1958,2866,3,,,830,ROUND,3/8/2010,,OTHER,,,690
1958,2866,CS0002,,,504,ROUND,1/1/1995,5/8/2010,OTHER,344,314,690
1958,2866,CSC,0,0,1000,ROUND,1/1/2010,,OTHER,1000,1000,690
1959,2866,4,,,504,,1/1/1995,2/20/2010,,,314,690
1959,2866,4,,,830,ROUND,2/21/2010,,OTHER,,,690
1959,2866,CS0002,,,504,ROUND,1/1/1995,5/8/2010,OTHER,344,314,690
1959,2866,CSC,0,0,1000,ROUND,1/1/2010,,OTHER,1000,1000,690
1960,2866,5,,,850,ROUND,1/1/2010,,OTHER,,,690
1960,2866,5,,,1000,ROUND,11/15/1993,12/31/2009,OTHER,176,562,690
1960,2866,"CSA,CSB",,,850,ROUND,1/1/2010,,OTHER,804,804,690
1961,2866,6,,,850,ROUND,1/1/2010,,OTHER,,,690
1961,2866,6,,,1000,ROUND,11/15/1993,12/31/2009,OTHER,,562,690
1961,2866,"CSA,CSB",,,850,ROUND,1/1/2010,,OTHER,804,804,690
1961,2866,MS6A,,,1000,ROUND,1/1/1995,12/31/2009,OTHER,174,562,690
1961,2866,MS6B,,,1000,ROUND,1/1/1995,12/31/2009,OTHER,175,562,690
1962,2866,7,,,850,ROUND,4/1/2010,,OTHER,,,690
1962,2866,7,,,850,ROUND,11/15/1993,3/31/2010,OTHER,360,764,690
1962,2866,"CSA,CSB",,,850,ROUND,1/1/2010,,OTHER,804,804,690
1966,2872,CS014,,,825,ROUND,11/15/1993,,OTHER,490,490,643
1967,2872,CS014,,,825,ROUND,11/15/1993,,OTHER,490,490,643
1968,2872,CS014,,,825,ROUND,11/15/1993,,OTHER,490,490,643
1969,2872,CS014,,,825,ROUND,11/15/1993,,OTHER,490,490,643
1970,2872,5,,,827,ROUND,11/15/1993,,OTHER,254,254,665
1971,2876,CS001,,,1000,ROUND,11/15/1993,,OTHER,675,675,548
1971,2876,CS12,,,838,ROUND,1/1/2012,,OTHER,478,478,578
1972,2876,CS001,,,1000,ROUND,11/15/1993,,OTHER,675,675,548
1972,2876,CS12,,,838,ROUND,1/1/2012,,OTHER,478,478,578
1973,2876,CS001,,,1000,ROUND,11/15/1993,,OTHER,675,675,548
1973,2876,CS35,,,838,ROUND,10/1/2011,,OTHER,719,719,578
1974,2876,CS001,,,1000,ROUND,11/15/1993,,OTHER,675,675,548
1974,2876,CS35,,,838,ROUND,10/1/2011,,OTHER,719,719,578
1975,2876,CS001,,,1000,ROUND,11/15/1993,,OTHER,675,675,548
1975,2876,CS35,,,838,ROUND,10/1/2011,,OTHER,719,719,578
1984,2878,1,0,,302,ROUND,10/21/2000,,OTHER,173,113,580
1984,2878,CS5,,,469,ROUND,1/1/1995,9/1/2012,BRICK,415,415,580
1985,2878,CS5,,,469,ROUND,1/1/1995,9/1/2012,BRICK,415,415,580
1986,2878,CS5,,,469,ROUND,1/1/1995,9/1/2012,BRICK,415,415,580
1987,2878,CS5,,,469,ROUND,1/1/1995,9/1/2012,BRICK,415,415,580
1988,2880,CTG4,,,100,,6/8/2000,,,,314,100
1989,2880,CTG5,,,100,,8/5/2000,,,,314,100
1990,2880,CTG6,,,100,,6/8/2000,,,,314,100
1994,2917,9,,,166,ROUND,1/1/1995,,OTHER,83,83,594
1999,2951,10,,,45,,6/14/2000,,,,71,1088
2000,2951,6,,,177,,1/1/1995,,,,188,1074
2001,2951,7,,,189,,1/1/1995,,,,188,1074
2002,2951,8,0,0,186,RECT,1/1/1995,,OTHER,,380,1074
2003,2951,9,,,45,,7/16/2000,,,,71,1088
2004,2952,3,,,177,,1/1/1995,,,,188,515
2005,2952,4,,,350,ROUND,1/1/1995,,BRICK,447,447,522
2006,2952,5,,,350,ROUND,1/1/1995,,BRICK,446,446,522
2007,2952,6,,,500,ROUND,1/1/1995,,BRICK,431,363,522
2008,2953,1,,,250,,1/1/1995,,,,87,1238
2009,2953,2,,,250,,1/1/1995,,,,87,1238
2010,2953,3,,,167,,1/1/1995,,,,126,1238
2011,2953,4,,,188,,7/11/1995,,,,240,1238
2012,2956,1,,,188,,1/1/1995,,,,353,932
2013,2956,2,,,188,,1/1/1995,,,,353,932
2014,2956,3,,,350,,1/1/1995,,,,380,932
2016,2963,3301A,,,150,,6/1/2001,,,,279,640
2017,2963,3301B,,,150,,6/1/2001,,,,279,640
2018,2963,3302,,,183,,1/1/1995,,,,254,641
2019,2963,3313,,,600,ROUND,1/1/1995,,BRICK,734,572,640
2019,2963,CS100,,,600,ROUND,1/1/1995,4/15/2016,BRICK,734,572,640
2020,2963,3314,,,600,,1/1/1995,4/15/2016,,,572,640
2020,2963,CS100,,,600,ROUND,1/1/1995,4/15/2016,BRICK,734,572,640
2021,2964,8002,,,140,,1/1/1995,,,,80,1245
2022,2964,8003,,,140,,1/1/1995,,,,154,1245
2023,2964,801N,,,113,,1/1/1995,,,,38,1245
2024,2964,801S,,,113,,1/1/1995,,,,38,1245
2025,2965,1402,,,184,ROUND,8/8/1998,,OTHER,,63,635
2026,2965,1403,,,184,,7/1/1999,,,,63,635
2027,2965,1404,,,184,,1/1/1995,,,,63,635
2028,3006,3,,,110,,11/4/1996,,,,45,1160
2029,3008,1,,,125,ROUND,1/1/1995,,OTHER,,79,1962
2030,3008,2,,,154,ROUND,7/4/1995,,OTHER,,113,1962
2031,3008,3,,,154,ROUND,1/1/1995,,OTHER,,113,1962
2032,3096,2A,,,125,,5/1/1999,,,,123,733
2033,3096,2B,,,125,,5/1/1999,,,,123,733
2034,3096,3,,,125,,5/1/1999,,,,123,733
2035,3098,CS001,,,392,ROUND,1/1/1995,,BRICK,531,531,753
2036,3098,CS001,,,392,ROUND,1/1/1995,,BRICK,531,531,753
2037,3098,CS001,,,392,ROUND,1/1/1995,,BRICK,531,531,753
2038,3098,CS001,,,392,ROUND,1/1/1995,,BRICK,531,531,753
2049,3111,31,,,31,,5/1/1999,,,,233,553
2050,3111,32,,,31,,5/1/1999,,,,233,553
2054,3113,1,1,0,400,RECT,11/15/1993,,OTHER,167,84,294
2055,3113,2,1,0,400,RECT,11/15/1993,,OTHER,245,124,294
2056,3113,5,,,142,,10/1/1995,,,,284,294
2060,3115,CS1,,,350,ROUND,10/30/2004,,OTHER,314,314,544
2061,3115,CS1,,,350,ROUND,10/30/2004,,OTHER,314,314,544
2062,3115,CS1,,,350,ROUND,10/30/2004,,OTHER,314,314,544
2063,3116,31,,,31,,5/1/1999,,,,233,926
2064,3116,32,,,31,,5/1/1999,,,,233,926
2065,3118,1,0,0,525,ROUND,11/15/1993,,OTHER,855,616,1085
2066,3118,2,0,0,525,ROUND,11/15/1993,,OTHER,855,616,1085
2072,3122,1,,,800,ROUND,1/1/1995,,OTHER,452,452,1200
2073,3122,2,,,800,ROUND,1/1/1995,,OTHER,452,452,1200
2074,3122,3,,,854,ROUND,1/1/1995,,OTHER,572,572,1200
2078,3131,1,,,600,ROUND,11/15/1993,,BRICK,161,161,1060
2079,3131,2,,,600,ROUND,11/15/1993,,BRICK,161,161,1060
2080,3131,CS1,,,850,ROUND,11/15/1993,,OTHER,283,283,1060
2081,3131,CS1,,,850,ROUND,11/15/1993,,OTHER,283,283,1060
2082,3132,5,,,40,,5/1/1999,,,,288,1186
2089,3136,1,0,,800,ROUND,1/1/1995,9/24/2009,OTHER,580,580,1012
2089,3136,1,0,,562,ROUND,9/24/2009,,BRICK,1038,855,1012
2090,3136,2,0,,800,ROUND,1/1/1995,11/22/2009,OTHER,580,580,1012
2090,3136,2,0,0,563,ROUND,11/22/2009,,BRICK,1038,855,1012
2093,3138,3,,,750,RECT,1/1/1995,,OTHER,96,145,780
2094,3138,4,,,750,RECT,1/1/1995,,OTHER,86,145,782
2095,3138,5,,,750,RECT,1/1/1995,,OTHER,122,145,782
2100,3140,CS102,,,453,ROUND,11/15/1993,11/7/2009,BRICK,356,299,283
2100,3140,CS102F,,,600,ROUND,10/27/2009,,OTHER,739,739,283
2101,3140,CS102,,,453,ROUND,11/15/1993,11/7/2009,BRICK,356,299,283
2101,3140,CS102F,,,600,ROUND,10/27/2009,,OTHER,739,739,283
2102,3140,3,,,600,ROUND,4/26/2009,,OTHER,739,739,283
2102,3140,3,,,600,ROUND,11/15/1993,4/25/2009,BRICK,459,314,283
2115,3148,CS102,,,600,,8/1/1954,,,336,237,236
2116,3148,CS102,,,600,,8/1/1954,,,336,237,236
2117,3148,3,,,600,ROUND,12/19/1994,,BRICK,500,398,236
2118,3148,4,,,600,ROUND,1/1/1995,,BRICK,496,398,236
2119,3148,AUX4B,,,210,,5/1/1999,,,,79,236
2124,3149,1,,,600,ROUND,1/1/1995,5/15/2008,BRICK,401,393,539
2124,3149,1,,,700,ROUND,5/16/2008,,OTHER,739,739,539
2125,3149,2,,,600,ROUND,1/1/1995,3/7/2008,BRICK,401,393,539
2125,3149,2,,,700,ROUND,3/8/2008,,OTHER,739,739,539
2126,3149,AUX1,,,237,,5/1/1999,,,,57,539
2127,3149,AUX2,,,237,,5/1/1999,,,,57,539
2128,3152,1A,,,,,1/1/1995,,,,,0
2128,3152,CS1,,0,154,ROUND,1/1/1995,,OTHER,177,177,593
2129,3152,1B,,,,,1/1/1995,,,,,0
2129,3152,CS1,,0,154,ROUND,1/1/1995,,OTHER,177,177,593
2130,3152,2A,,,,,1/1/1995,,,,,0
2130,3152,CS2,,0,154,ROUND,1/1/1995,,OTHER,177,177,593
2131,3152,2B,,,,,1/1/1995,,,,,0
2131,3152,CS2,,0,154,ROUND,1/1/1995,,OTHER,177,177,593
2132,3152,3,,,154,ROUND,1/1/1995,,OTHER,177,177,593
2133,3152,4,,,154,ROUND,1/1/1995,,OTHER,177,177,593
2134,3152,CT1,,,52,,5/1/1999,,,,315,0
2135,3152,CT2,,,52,,5/1/1999,,,,315,0
2145,3159,1,,,300,ROUND,1/1/1995,,BRICK,154,154,108
2146,3159,2,,,300,ROUND,1/1/1995,,BRICK,154,154,108
2149,3160,9,,,29,,5/1/1999,,,,115,10
2150,3161,1,,,259,ROUND,1/1/1995,,BRICK,448,254,11
2151,3161,2,,,259,ROUND,1/1/1995,,BRICK,448,254,11
2152,3161,CS034,,,259,ROUND,1/1/1995,,BRICK,452,452,11
2153,3161,30,,,24,,5/1/1999,,,,115,11
2154,3161,CS034,,,259,ROUND,1/1/1995,,BRICK,452,452,11
2155,3161,40,,,24,,5/1/1999,,,,115,11
2156,3162,1,,,34,,5/1/1999,,,,120,98
2157,3162,2,,,34,,5/1/1999,,,,120,98
2158,3162,3,,,34,,5/1/1999,,,,120,98
2159,3163,1,,,22,,5/1/1999,,,,140,110
2160,3163,2,,,22,,5/1/1999,,,,140,110
2161,3163,3,,,22,,5/1/1999,,,,140,110
2164,3168,91,,,40,,5/1/1999,,,,480,8
2165,3168,92,,,40,,5/1/1999,,,,480,8
2166,3169,1,,,285,,1/1/1995,,,,86,169
2167,3169,11,,,29,,5/1/1999,,,,120,39
2176,56397,4,,,75,,1/1/2001,,,,64,510
2177,3176,6,0,0,204,ROUND,1/1/1995,,OTHER,71,71,537
2178,3178,1,,,1008,ROUND,11/15/1993,,BRICK,165,165,835
2179,3178,2,,,1008,ROUND,11/15/1993,,BRICK,165,165,835
2180,3179,1,0,0,542,ROUND,6/3/2009,,OTHER,531,531,878
2180,3179,CS001,,,700,ROUND,11/15/1993,9/14/2009,OTHER,397,397,796
2181,3179,2,,,542,ROUND,9/14/2009,,OTHER,531,531,878
2181,3179,CS001,,,700,ROUND,11/15/1993,9/14/2009,OTHER,397,397,796
2181,3179,CS002,,,700,ROUND,11/15/1993,9/21/2009,OTHER,397,397,796
2182,3179,3,0,0,542,ROUND,9/21/2009,,OTHER,531,531,878
2182,3179,CS002,,,700,ROUND,11/15/1993,9/21/2009,OTHER,397,397,796
2183,3181,1,,,194,,10/26/1995,,,,154,756
2184,3181,2,,,194,,10/27/1995,,,,154,756
2185,3181,3,,,194,,10/31/1995,,,,154,756
2186,3181,33,,,375,ROUND,1/1/1995,,BRICK,380,380,756
2191,3236,10,,,315,ROUND,10/17/1995,,OTHER,227,227,10
2192,3236,11,,,315,ROUND,9/15/1995,,OTHER,227,227,10
2196,3236,9,,,315,ROUND,11/7/1995,,OTHER,227,227,10
2199,3250,12,,,60,,8/29/1997,,,,373,274
2200,3250,13,,,60,,8/27/1997,,,,373,274
2201,3251,1,0,0,250,ROUND,1/1/1995,,BRICK,177,181,226
2216,3264,"MS1A,MS1B",,,213,ROUND,1/1/1995,,OTHER,50,50,899
2217,3264,"MS2A,MS2B",,,213,ROUND,1/1/1995,,OTHER,50,50,899
2218,3264,3,,,213,ROUND,1/1/2015,,OTHER,,64,899
2218,3264,"MS3A,MS3B",,,213,ROUND,1/1/1995,12/31/2014,OTHER,64,64,899
2219,3280,CAN1,,,200,ROUND,1/1/1995,,BRICK,201,201,78
2220,3280,CAN2,,,200,ROUND,1/1/1995,,BRICK,201,201,78
2221,3280,CAN3,,,200,ROUND,1/1/1995,,BRICK,201,201,78
2225,3285,HAG4,,,125,,1/1/1995,,,,201,7
2226,3287,MCM1,,,410,ROUND,1/1/1995,,BRICK,133,133,205
2227,3287,MCM2,,,410,ROUND,1/1/1995,,BRICK,133,133,205
2230,3295,URQ3,,,200,ROUND,1/1/1995,,BRICK,188,188,145
2231,3295,URQ4,,,45,,6/1/1999,,,,78,193
2232,3297,CS001,,0,400,ROUND,4/1/2010,,OTHER,380,380,111
2232,3297,MS1,,1,300,ROUND,4/1/2010,,BRICK,293,293,111
2232,3297,WAT1,,,300,ROUND,1/1/1995,3/31/2010,BRICK,293,293,110
2233,3297,CS001,,0,400,ROUND,4/1/2010,,OTHER,380,380,111
2233,3297,MS2,,1,300,ROUND,4/1/2010,,BRICK,283,283,111
2233,3297,WAT2,,,300,ROUND,1/1/1995,3/31/2010,BRICK,283,283,110
2234,3298,WIL1,,,400,ROUND,1/1/1995,,OTHER,415,415,11
2235,3317,1,,,300,ROUND,1/1/1995,,BRICK,81,79,14
2236,3317,2,,,300,ROUND,1/1/1995,,BRICK,81,79,14
2237,3319,1,,,175,,1/1/1995,,,,33,25
2238,3319,2,,,175,,1/1/1995,,,,33,25
2239,3319,3,,,300,ROUND,1/1/1995,,BRICK,201,133,25
2240,3319,4,,,300,ROUND,1/1/1995,,BRICK,201,133,25
2244,3344,**2A,,,48,,10/30/1996,,,,154,0
2245,3344,**2B,,,48,,10/30/1996,,,,154,0
2247,1268,14,,,81,,9/29/2001,,,,113,1025
2248,3393,1,,,400,ROUND,11/15/1993,,BRICK,230,128,238
2249,3393,2,,,400,ROUND,11/15/1993,,BRICK,243,128,238
2250,3393,3,,,400,ROUND,11/15/1993,,BRICK,232,128,238
2251,3396,1,,,500,ROUND,1/1/1995,,OTHER,868,868,808
2251,3396,MS1A,,,800,RECT,1/1/1995,9/30/2008,OTHER,370,616,808
2251,3396,MS1B,,,800,RECT,1/1/1995,9/30/2009,OTHER,370,616,808
2252,3399,1,,,635,ROUND,11/15/1993,,OTHER,1164,1164,388
2253,3399,2,,,635,ROUND,11/15/1993,,OTHER,1164,1164,388
2254,3403,1,0,0,400,ROUND,11/1/2015,,OTHER,274,274,477
2254,3403,CSGA12,,,501,ROUND,11/15/1993,10/31/2015,BRICK,755,491,474
2255,3403,2,0,0,400,ROUND,11/1/2015,,OTHER,274,274,477
2255,3403,CSGA12,,,501,ROUND,11/15/1993,10/31/2015,BRICK,755,491,474
2256,3403,3,0,0,400,ROUND,4/1/2015,,OTHER,274,274,477
2256,3403,CSGA34,,,502,ROUND,11/15/1993,3/31/2015,BRICK,755,491,474
2257,3403,4,0,0,400,ROUND,4/1/2015,,OTHER,274,274,477
2257,3403,CSGA34,,,502,ROUND,11/15/1993,3/31/2015,BRICK,755,491,474
2258,3403,GCT5,,,56,,7/18/2000,,,,171,482
2259,3403,GCT6,,,56,,7/21/2000,,,,171,482
2260,3403,GCT7,,,56,,8/22/2000,,,,171,482
2261,3403,GCT8,,,56,,8/24/2000,,,,171,482
2262,3405,CSJS12,,,350,ROUND,1/1/1995,,BRICK,434,434,1109
2263,3405,CSJS12,,,350,ROUND,1/1/1995,,BRICK,434,434,1109
2264,3405,CSJS34,,,350,ROUND,1/1/1995,,BRICK,434,434,1109
2265,3405,CSJS34,,,350,ROUND,1/1/1995,,BRICK,434,434,1109
2266,3406,CSJO10,,,600,ROUND,11/15/1993,,OTHER,921,830,384
2267,3406,CSJO10,,,600,ROUND,11/15/1993,,OTHER,921,830,384
2268,3406,CSJO10,,,600,ROUND,11/15/1993,,OTHER,921,830,384
2269,3406,CSJO10,,,600,ROUND,11/15/1993,,OTHER,921,830,384
2270,3406,CSJO10,,,600,ROUND,11/15/1993,,OTHER,921,830,384
2271,3406,CSJO10,,,600,ROUND,11/15/1993,,OTHER,921,830,384
2272,3406,CSJO10,,,600,ROUND,11/15/1993,,OTHER,921,830,384
2273,3406,CSJO10,,,600,ROUND,11/15/1993,,OTHER,921,830,384
2274,3406,CSJO10,,,600,ROUND,11/15/1993,,OTHER,921,830,384
2275,3406,CSJO10,,,600,ROUND,11/15/1993,,OTHER,921,830,384
2276,3406,JCT17,,,56,,8/15/2000,,,,171,388
2277,3406,JCT18,,,56,,8/3/2000,,,,171,388
2278,3406,JCT19,,,56,,8/11/2000,,,,171,388
2279,3406,JCT20,,,153,ROUND,4/27/2017,,OTHER,,187,388
2279,3406,JCT20,,,56,,8/10/2000,4/26/2017,,,171,388
2280,3407,CSKI15,0,0,1000,ROUND,1/1/1995,3/31/2010,OTHER,908,531,764
2280,3407,CSKI15,,1,1000,ROUND,4/1/2010,12/31/2017,OTHER,908,531,764
2280,3407,CSKI69,0,0,1000,ROUND,1/1/1995,11/27/2009,OTHER,908,531,764
2280,3407,CSKI69,,1,1000,ROUND,11/28/2009,12/31/2017,OTHER,908,531,764
2280,3407,CSN19,,0,400,ROUND,4/1/2010,,OTHER,707,707,768
2280,3407,CSS19,,0,400,ROUND,11/27/2009,,OTHER,707,707,768
2281,3407,CSKI15,0,0,1000,ROUND,1/1/1995,3/31/2010,OTHER,908,531,764
2281,3407,CSKI15,,1,1000,ROUND,4/1/2010,12/31/2017,OTHER,908,531,764
2281,3407,CSKI69,0,0,1000,ROUND,1/1/1995,11/27/2009,OTHER,908,531,764
2281,3407,CSKI69,,1,1000,ROUND,11/28/2009,12/31/2017,OTHER,908,531,764
2281,3407,CSN19,,0,400,ROUND,4/1/2010,,OTHER,707,707,768
2281,3407,CSS19,,0,400,ROUND,11/27/2009,,OTHER,707,707,768
2282,3407,CSKI15,0,0,1000,ROUND,1/1/1995,3/31/2010,OTHER,908,531,764
2282,3407,CSKI15,,1,1000,ROUND,4/1/2010,12/31/2017,OTHER,908,531,764
2282,3407,CSKI69,0,0,1000,ROUND,1/1/1995,11/27/2009,OTHER,908,531,764
2282,3407,CSKI69,,1,1000,ROUND,11/28/2009,12/31/2017,OTHER,908,531,764
2282,3407,CSN19,,0,400,ROUND,4/1/2010,,OTHER,707,707,768
2282,3407,CSS19,,0,400,ROUND,11/27/2009,,OTHER,707,707,768
2283,3407,CSKI15,0,0,1000,ROUND,1/1/1995,3/31/2010,OTHER,908,531,764
2283,3407,CSKI15,,1,1000,ROUND,4/1/2010,12/31/2017,OTHER,908,531,764
2283,3407,CSKI69,0,0,1000,ROUND,1/1/1995,11/27/2009,OTHER,908,531,764
2283,3407,CSKI69,,1,1000,ROUND,11/28/2009,12/31/2017,OTHER,908,531,764
2283,3407,CSN19,,0,400,ROUND,4/1/2010,,OTHER,707,707,768
2283,3407,CSS19,,0,400,ROUND,11/27/2009,,OTHER,707,707,768
2284,3407,CSKI15,0,0,1000,ROUND,1/1/1995,3/31/2010,OTHER,908,531,764
2284,3407,CSKI15,,1,1000,ROUND,4/1/2010,12/31/2017,OTHER,908,531,764
2284,3407,CSKI69,0,0,1000,ROUND,1/1/1995,11/27/2009,OTHER,908,531,764
2284,3407,CSKI69,,1,1000,ROUND,11/28/2009,12/31/2017,OTHER,908,531,764
2284,3407,CSN19,,0,400,ROUND,4/1/2010,,OTHER,707,707,768
2284,3407,CSS19,,0,400,ROUND,11/27/2009,,OTHER,707,707,768
2285,3407,CSKI15,0,0,1000,ROUND,1/1/1995,3/31/2010,OTHER,908,531,764
2285,3407,CSKI15,,1,1000,ROUND,4/1/2010,12/31/2017,OTHER,908,531,764
2285,3407,CSKI69,0,0,1000,ROUND,1/1/1995,11/27/2009,OTHER,908,531,764
2285,3407,CSKI69,,1,1000,ROUND,11/28/2009,12/31/2017,OTHER,908,531,764
2285,3407,CSN19,,0,400,ROUND,4/1/2010,,OTHER,707,707,768
2285,3407,CSS19,,0,400,ROUND,11/27/2009,,OTHER,707,707,768
2286,3407,CSKI15,0,0,1000,ROUND,1/1/1995,3/31/2010,OTHER,908,531,764
2286,3407,CSKI15,,1,1000,ROUND,4/1/2010,12/31/2017,OTHER,908,531,764
2286,3407,CSKI69,0,0,1000,ROUND,1/1/1995,11/27/2009,OTHER,908,531,764
2286,3407,CSKI69,,1,1000,ROUND,11/28/2009,12/31/2017,OTHER,908,531,764
2286,3407,CSN19,,0,400,ROUND,4/1/2010,,OTHER,707,707,768
2286,3407,CSS19,,0,400,ROUND,11/27/2009,,OTHER,707,707,768
2287,3407,CSKI15,0,0,1000,ROUND,1/1/1995,3/31/2010,OTHER,908,531,764
2287,3407,CSKI15,,1,1000,ROUND,4/1/2010,12/31/2017,OTHER,908,531,764
2287,3407,CSKI69,0,0,1000,ROUND,1/1/1995,11/27/2009,OTHER,908,531,764
2287,3407,CSKI69,,1,1000,ROUND,11/28/2009,12/31/2017,OTHER,908,531,764
2287,3407,CSN19,,0,400,ROUND,4/1/2010,,OTHER,707,707,768
2287,3407,CSS19,,0,400,ROUND,11/27/2009,,OTHER,707,707,768
2288,3407,CSKI15,0,0,1000,ROUND,1/1/1995,3/31/2010,OTHER,908,531,764
2288,3407,CSKI15,,1,1000,ROUND,4/1/2010,12/31/2017,OTHER,908,531,764
2288,3407,CSKI69,0,0,1000,ROUND,1/1/1995,11/27/2009,OTHER,908,531,764
2288,3407,CSKI69,,1,1000,ROUND,11/28/2009,12/31/2017,OTHER,908,531,764
2288,3407,CSN19,,0,400,ROUND,4/1/2010,,OTHER,707,707,768
2288,3407,CSS19,,0,400,ROUND,11/27/2009,,OTHER,707,707,768
2294,3438,1,,,149,,1/1/1995,,,,113,126
2295,3438,2,,,149,,1/1/1995,,,,113,126
