KEY UNIT ID,ORIS CODE,LOCATION IDENTIFIER,DUCT IND,BYPASS IND,STACK HEIGHT,SHAPE CD,BEGIN DATE,END DATE,MATERIAL CD,CROSS AREA FLOW,CROSS AREA EXIT,GROUND ELEVATION
1,3,CS0AAN,1,,600,RECT,1/1/1995,,OTHER,600,517,21
2,3,CS0AAN,1,,600,RECT,1/1/1995,,OTHER,600,517,21
3,3,CS0AAN,1,,600,RECT,1/1/1995,,OTHER,600,517,21
4,3,4,0,0,600,ROUND,1/1/1995,,BRICK,254,147,22
4,3,"MS4A,MS4B",1,0,600,RECT,1/1/1995,,OTHER,184,147,22
5,3,5,1,0,600,RECT,1/1/1995,9/30/2019,OTHER,887,491,25
5,3,5,0,0,600,ROUND,10/1/2019,,OTHER,755,755,22
5,3,MS5A,1,,600,RECT,1/1/1995,3/29/2008,OTHER,282,491,22
5,3,MS5B,1,,600,RECT,1/1/1995,3/29/2008,OTHER,299,491,22
5,3,MS5C,0,0,600,ROUND,1/1/2010,9/30/2019,OTHER,755,755,22
5,3,MS5D,1,1,600,RECT,1/1/2010,9/30/2019,OTHER,887,491,25
5,3,MS5E,1,,259,ROUND,4/1/2011,9/30/2019,OTHER,24,20,22
6,3,6A,,,121,,6/12/2000,,,,216,25
7,3,6B,,,121,,6/12/2000,,,,216,25
8,3,7A,,,121,,4/13/2001,,,,216,25
9,3,7B,,,121,,4/13/2001,,,,216,25
11,7,1,1,0,300,RECT,11/15/1993,12/31/2008,OTHER,110,177,529
11,7,CS0BAN,0,0,300,ROUND,1/1/2009,,BRICK,177,177,529
12,7,2,1,0,300,RECT,11/15/1993,12/31/2008,OTHER,110,177,529
12,7,CS0BAN,0,0,300,ROUND,1/1/2009,,BRICK,177,177,529
13,8,CS0DCN,0,0,750,ROUND,10/1/2007,,OTHER,1134,1134,278
13,8,"MS10A,MS10B",,,750,,1/1/1995,9/30/2007,,365,855,278
15,8,CS0DAN,1,,350,RECT,1/1/1995,8/24/2015,OTHER,318,452,278
16,8,CS0DAN,1,,350,RECT,1/1/1995,8/24/2015,OTHER,318,452,278
17,8,CS0DCN,0,0,750,ROUND,10/1/2007,,OTHER,1134,1134,278
17,8,"MS8A,MS8B",,,750,,1/1/1995,9/30/2007,,117,855,278
18,8,CS0DCN,0,0,750,ROUND,10/1/2007,,OTHER,1134,1134,278
18,8,"MS9A,MS9B",,,750,,1/1/1995,9/30/2007,,117,855,278
19,10,1,,,500,,1/1/2009,,,,,103
19,10,1,1,0,500,RECT,3/1/1994,12/31/2008,OTHER,140,642,103
19,10,CS0EBN,0,0,500,ROUND,1/1/2009,,BRICK,140,642,103
20,10,2,0,0,500,,1/1/2009,,,,,103
20,10,2,1,0,500,RECT,3/1/1994,12/31/2008,OTHER,642,,103
20,10,CS0EBN,0,0,500,ROUND,1/1/2009,,BRICK,140,642,103
20,10,"MS2A,MS2B",1,,500,RECT,1/1/1995,12/31/2008,OTHER,140,462,103
21,10,CT10,,,56,,11/25/1996,,,,180,103
22,10,CT2,,,56,,11/25/1996,,,,180,103
23,10,CT3,,,56,,11/25/1995,,,,180,103
24,10,CT4,,,56,,11/25/1995,,,,180,103
25,10,CT5,,,56,,11/25/1995,,,,180,103
26,10,CT6,,,56,,11/25/1995,,,,180,103
27,10,CT7,,,56,,11/25/1995,,,,180,103
28,10,CT8,,,56,,11/25/1996,,,,180,103
29,10,CT9,,,56,,11/25/1996,,,,180,103
30,26,CS0CAN,1,,750,RECT,11/15/1993,,OTHER,499,434,422
31,26,CS0CAN,1,,750,RECT,11/15/1993,,OTHER,499,434,422
32,26,CS0CBN,1,0,750,RECT,11/15/1993,,OTHER,497,434,422
33,26,CS0CBN,1,0,750,RECT,11/15/1993,,OTHER,497,434,422
34,26,5,1,0,750,RECT,11/15/1993,2/28/2010,OTHER,814,706,424
34,26,MS5A,0,0,700,ROUND,3/1/2010,,OTHER,908,908,424
34,26,MS5B,1,1,750,RECT,3/1/2010,5/12/2017,OTHER,814,706,424
34,26,MS5B,1,1,750,RECT,5/12/2017,,OTHER,1038,706,424
35,47,CSCO14,,,634,ROUND,11/15/1993,,OTHER,855,541,457
36,47,CSCO14,,,634,ROUND,11/15/1993,,OTHER,855,541,457
37,47,CSCO14,,,634,ROUND,11/15/1993,,OTHER,855,541,457
38,47,CSCO14,,,634,ROUND,11/15/1993,,OTHER,855,541,457
39,47,5,,,500,ROUND,11/15/1993,,BRICK,535,346,459
40,50,CSWC16,,,1000,ROUND,1/1/1995,,OTHER,573,573,623
41,50,CSWC16,,,1000,ROUND,1/1/1995,,OTHER,573,573,623
42,50,CSWC16,,,1000,ROUND,1/1/1995,,OTHER,573,573,623
43,50,CSWC16,,,1000,ROUND,1/1/1995,,OTHER,573,573,623
44,50,CSWC16,,,1000,ROUND,1/1/1995,,OTHER,573,573,623
45,50,CSWC16,,,1000,ROUND,1/1/1995,,OTHER,573,573,623
46,50,7,,,500,ROUND,1/1/1995,,BRICK,475,338,626
47,50,8,,,500,ROUND,1/1/1995,,BRICK,657,462,626
48,51,1,,,525,ROUND,1/1/1995,,BRICK,575,491,245
50,54,SCT1,,,99,,1/1/2000,,,,255,801
51,54,SCT2,,,99,,1/1/2000,,,,255,801
52,54,SCT3,,,99,,1/1/2000,,,,255,801
53,56,CS004,,,400,ROUND,1/1/2008,,OTHER,306,306,40
53,56,MS001,,1,250,RECT,1/1/2008,4/15/2016,OTHER,101,57,39
54,56,CS004,,,400,ROUND,1/1/2008,,OTHER,306,306,40
55,56,"MS03C,MS03D",,,441,ROUND,4/1/2008,,BRICK,214,214,41
56,59,1,0,0,412,ROUND,1/1/1995,10/20/2014,BRICK,94,113,1867
56,59,1,1,0,412,RECT,10/20/2014,,OTHER,110,113,1867
57,60,1,,,265,ROUND,1/1/1995,,OTHER,118,79,1902
59,87,1,,,450,ROUND,1/1/1995,3/31/2012,BRICK,325,314,6890
59,87,1,,,450,ROUND,4/1/2012,,BRICK,314,314,6890
60,108,SGU1,,,475,ROUND,1/1/1995,,OTHER,210,210,2916
62,113,1,,,250,ROUND,11/1/2007,,OTHER,99,99,5019
63,113,2,,,550,ROUND,1/1/1995,,OTHER,169,169,5019
64,113,3,,,550,ROUND,1/1/1995,5/11/2009,OTHER,241,241,5019
64,113,3,,,550,ROUND,5/12/2009,,BRICK,231,231,5019
65,113,4,,,550,ROUND,1/1/1995,,BRICK,422,289,5019
66,116,1,,,178,,1/1/1995,,,,58,1172
67,116,2,,,178,,1/1/1995,,,,58,1172
70,117,CC4,,,120,,6/14/2001,,,,177,1050
71,117,CC5A,,,175,,7/9/2003,,,,254,1050
72,118,1,,,160,,1/27/1995,,,,314,
72,118,CS1,,,160,,1/1/1996,,,,314,1910
73,118,2,,,160,,1/27/1995,,,,314,
73,118,CS1,,,160,,1/1/1996,,,,314,1910
74,120,1,,,146,,1/1/1995,,,,87,120
76,124,GT1,,,52,RECT,7/1/2001,,OTHER,,171,2319
77,126,1,,,130,,1/1/1995,,,,87,2608
78,126,2,,,130,,1/1/1995,,,,87,2608
79,126,3,,,145,,7/4/1996,,,,120,2608
80,126,4,,,248,ROUND,1/1/1995,,BRICK,84,84,2608
81,127,1,,,452,ROUND,1/1/1995,,BRICK,519,415,0
82,130,1,0,0,600,ROUND,1/1/1995,,OTHER,380,380,84
83,130,2,0,0,600,ROUND,1/1/1995,,OTHER,380,380,84
84,136,1,,,695,ROUND,1/1/1995,,BRICK,1149,551,80
85,136,2,,,695,ROUND,1/1/1995,,BRICK,1149,551,80
86,141,1,,,125,,1/1/1995,,,,50,1133
87,141,2,,,125,,1/1/1995,,,,50,1133
88,141,3,,,125,,1/1/1995,,,,67,1133
89,147,K-1,,,75,,10/11/1995,,,,50,1180
90,147,K-2,,,120,,10/24/1995,,,,93,1180
91,147,K-7,,,150,,3/7/2002,,,,254,1180
92,160,1,,,157,,1/1/1995,,,,50,4194
93,160,2,,,400,ROUND,1/1/1995,,OTHER,216,216,4194
94,160,3,,,400,ROUND,1/1/1995,,OTHER,216,216,4194
95,165,1,,,505,ROUND,1/1/1995,,BRICK,380,314,624
96,165,2,,,505,ROUND,1/1/1995,,BRICK,380,314,624
98,167,2,,,150,,4/2/2000,,,,113,249
99,167,3,,,147,,4/2/2000,,,,85,249
100,168,1,,,120,,6/2/1999,,,,50,213
101,168,2,,,120,,6/2/1999,,,,50,213
102,169,1,,,150,,1/1/1995,,,,79,298
103,169,2,,,147,,1/1/1995,,,,85,298
104,170,1,,,175,,5/2/1999,,,,123,307
105,170,2,,,175,,5/2/1999,,,,123,307
106,170,3,,,195,,1/1/1995,,,,227,330
107,170,4,,,195,,1/1/1995,,,,227,332
108,173,1,,,450,,1/1/1995,,,,177,185
109,173,2,,,236,,1/1/1995,,,,113,185
111,202,1,,,143,ROUND,1/1/1995,,OTHER,92,92,117
112,203,1,,,143,ROUND,1/1/1995,,OTHER,92,92,117
113,207,1,,,640,ROUND,1/1/1995,,BRICK,39,397,18
114,207,2,,,640,ROUND,1/1/1995,,BRICK,39,397,18
121,228,10,,,450,,1/1/1995,,,,276,9
129,228,9,,,450,,1/1/1995,,,,276,9
130,246,1,,,120,,3/31/1996,,,,84,12
131,246,2,,,120,,1/1/1995,,,,84,12
136,247,7,,,250,,1/1/1995,,,,104,15
144,259,1,,,450,,1/1/1995,,,,158,15
145,259,2,,,450,,1/1/1995,,,,158,15
146,259,3,,,450,,1/1/1995,,,,158,15
147,259,4,,,450,,1/1/1995,,,,158,15
149,260,1A,,,145,,4/9/2002,,,,255,25
150,260,3A,,,145,,5/24/2002,,,,255,25
152,260,2A,,,145,,4/9/2002,,,,255,25
153,260,4A,,,145,,7/1/2002,,,,255,25
158,260,1-Jun,,,500,,1/1/1995,,,,245,30
160,260,1-Jul,,,500,,1/1/1995,,,,245,30
172,271,5,,,450,,1/1/1995,,,,148,9
173,271,6,,,450,,1/1/1995,,,,148,9
174,271,7,,,450,,1/1/1995,,,,314,9
175,273,1-Mar,,,300,,1/1/1995,,,,95,3
176,298,LIM1,,,563,ROUND,1/1/1995,,BRICK,572,572,100
177,298,LIM2,,,563,ROUND,1/1/1995,,BRICK,572,572,100
178,302,1,,,,,1/1/1995,3/1/2017,,,,0
178,302,CS0001,,0,400,ROUND,1/1/1995,,OTHER,,531,17
179,302,2,,,,,1/1/1995,,,,,0
179,302,CS0001,,0,400,ROUND,1/1/1995,,OTHER,,531,17
180,302,3,,,,,1/1/1995,,,,,0
180,302,CS0001,,0,400,ROUND,1/1/1995,,OTHER,,531,17
181,302,4,,,,,1/1/1995,,,,,0
181,302,CS0001,,0,400,ROUND,1/1/1995,,OTHER,,531,17
182,302,5,,,,,1/1/1995,,,,,0
182,302,CS0001,,0,400,ROUND,1/1/1995,,OTHER,,531,17
189,310,1,0,0,176,ROUND,1/1/1995,,OTHER,,78,11
190,310,2,0,0,176,ROUND,1/1/1995,,OTHER,,78,11
191,310,3,0,0,176,ROUND,1/1/1995,,OTHER,,95,11
192,310,4,0,0,176,RECT,1/1/1995,,OTHER,,262,11
199,315,1,,,215,,1/1/1995,,,,138,5
200,315,2,,,215,,1/1/1995,,,,149,5
201,315,3,,,214,,1/1/1995,,,,304,5
202,315,4,,,214,,1/1/1995,,,,288,5
203,315,5,,,214,,1/1/1995,,,,335,5
204,315,6,,,214,,1/1/1995,,,,339,5
205,329,1,,,134,,1/1/1995,,,,80,1960
206,329,2,,,146,,1/1/1995,,,,85,1960
207,329,31,,,71,,1/1/1995,,,,296,1960
208,329,32,,,71,,1/1/1995,,,,296,1960
209,329,41,,,71,,1/1/1995,,,,296,1960
210,329,42,,,71,,1/1/1995,,,,296,1960
213,330,3,,,224,ROUND,1/1/1995,,OTHER,,349,10
214,330,4,,,224,ROUND,1/1/1995,,OTHER,,349,10
217,331,3,,,199,,1/1/1995,,,,154,1110
218,331,4,,,199,,1/1/1995,,,,154,1110
223,335,1,,,200,,1/1/1995,,,,332,5
224,335,2,,,200,,1/1/1995,,,,332,5
227,345,1,,,203,,1/1/1995,,,,234,0
228,345,2,,,203,,1/1/1995,,,,234,0
229,350,1,,,237,,1/1/1995,,,,380,0
230,350,2,,,237,,1/1/1995,,,,380,0
237,356,17,,,200,,1/1/1995,,,,118,20
238,356,5,,,220,,1/1/1995,,,,142,20
239,356,6,,,200,,1/1/1995,,,,142,20
240,356,7,,,200,,1/1/1995,,,,305,20
241,356,8,,,200,,1/1/1995,,,,315,20
248,377,4,,,89,,1/1/1995,,,,50,452
249,377,5,,,89,,1/1/1995,,,,50,452
250,384,CS7172,,,550,ROUND,1/1/1995,,OTHER,352,227,516
251,384,CS7172,,,550,ROUND,1/1/1995,,OTHER,352,227,516
252,384,CS8182,,,550,ROUND,1/1/1995,,OTHER,351,227,516
253,384,CS8182,,,550,ROUND,1/1/1995,,OTHER,351,227,516
255,389,2-Feb,,,100,,5/22/1995,,,,100,30
256,389,3,,,99,,5/22/1995,,,,92,30
257,389,4,,,100,,5/22/1995,,,,64,30
259,399,**10A,,,164,,1/1/1995,,,,189,4
260,399,**10B,,,164,,1/1/1995,,,,189,4
262,399,10,,,105,,10/28/2001,,,,79,16
263,399,11,,,105,,10/30/2001,,,,79,16
264,399,12,,,105,,10/26/2001,,,,79,16
265,399,13,,,105,,11/1/2001,,,,79,16
266,399,14,,,105,,11/1/2001,,,,79,16
271,400,1,,,240,,1/1/1995,,,,189,10
272,400,2,,,240,,1/1/1995,,,,189,10
275,400,5,,,240,,1/1/1995,6/30/2013,,,189,10
276,400,6,,,240,,1/1/1995,6/30/2013,,,189,10
277,404,1,,,300,,1/1/1995,,,,314,34
278,404,2,,,300,,1/1/1995,,,,314,34
279,404,3,,,300,,1/1/1995,,,,438,133
284,408,5,,,105,,8/27/2001,,,,79,926
287,420,B3,,,141,,1/1/1995,,,,26,775
292,465,3,,,250,ROUND,1/1/1995,,OTHER,113,133,5270
293,465,4,,,250,ROUND,1/1/1995,,OTHER,192,133,5270
294,468,2,,,200,ROUND,1/1/1995,,OTHER,84,64,4755
295,469,1,,,300,ROUND,1/1/1995,,OTHER,154,201,5150
296,469,2,,,300,ROUND,1/1/1995,,OTHER,146,201,5150
297,469,3,,,300,ROUND,1/1/1995,,OTHER,139,299,5150
298,469,4,,,400,ROUND,1/1/1995,,OTHER,534,380,5150
299,470,1,,,500,ROUND,1/1/1995,,OTHER,430,430,4818
300,470,2,,,500,ROUND,1/1/1995,,OTHER,430,430,4818
309,477,5,,,250,ROUND,1/1/1995,,BRICK,386,252,5200
310,478,1,,,280,,1/1/1995,,,,132,5200
311,478,2,,,107,,1/1/1995,,,,28,5200
312,478,3,,,190,,1/1/1995,,,,113,5200
313,492,5,0,0,200,RECT,1/1/1995,,OTHER,77,88,5976
314,492,6,0,0,200,RECT,1/1/1995,4/22/2016,OTHER,100,125,5976
314,492,6,0,0,200,ROUND,4/23/2016,,BRICK,154,125,5976
315,492,7,0,0,250,RECT,1/1/1995,4/25/2015,OTHER,169,177,5975
315,492,7,0,0,250,ROUND,4/26/2015,,BRICK,201,177,5975
317,525,H1,,,250,ROUND,1/1/1995,,BRICK,413,380,6520
318,525,H2,,,395,ROUND,1/1/1995,,BRICK,462,452,6520
319,527,1,,,215,RECT,1/1/1995,,OTHER,153,112,5600
320,533,**4,0,0,112,ROUND,5/1/1997,,OTHER,,227,190
324,533,**V1,0,0,150,ROUND,10/24/2001,,OTHER,,254,262
325,533,**V2,0,0,150,ROUND,11/8/2001,,OTHER,,254,262
326,540,10,,,40,,5/1/1999,,,,10,0
327,542,10,,,40,,5/1/1999,,,,10,0
328,542,11,,,40,,5/1/1999,,,,10,0
329,542,12,,,40,,5/1/1999,,,,10,0
330,544,10,,,40,,5/1/1999,,,,100,0
331,544,11,,,40,,7/1/1996,,,,121,13
332,544,12,,,40,,7/1/1996,,,,121,13
333,544,13,,,40,,7/1/1996,,,,121,13
334,544,14,,,40,,7/1/1996,,,,121,13
341,544,7,,,343,,1/1/1995,,,,132,10
341,544,CS0001,,,343,,1/1/1972,11/28/2007,,183,132,10
342,544,8,,,343,,1/1/1995,,,,132,10
342,544,CS0001,,,343,,1/1/1972,11/28/2007,,183,132,10
343,546,5,,,249,ROUND,1/1/1995,,OTHER,93,101,9
344,546,6,,,409,ROUND,1/1/1995,,OTHER,255,255,9
345,548,CS0001,,,360,ROUND,1/1/1995,,OTHER,243,201,10
346,548,10,,,34,,5/1/1999,,,,10,10
347,548,CS0001,,,360,ROUND,1/1/1995,,OTHER,243,201,10
349,557,10,,,44,,5/1/1999,,,,117,69
350,561,10,,,40,,5/1/1999,,,,10,0
352,562,10,1,0,25,RECT,5/1/1999,,OTHER,,33,0
353,562,2,,,291,ROUND,1/1/1995,,BRICK,174,101,25
354,562,3,,,291,ROUND,1/1/1995,,BRICK,113,113,25
355,562,4,,,525,ROUND,1/1/1995,,BRICK,253,253,25
357,563,11A,,,25,,5/1/1999,,,,118,39
358,563,11B,,,25,,5/1/1999,,,,118,39
360,563,12A,,,25,,5/1/1999,,,,118,39
361,563,12B,,,25,,5/1/1999,,,,118,39
363,563,13A,,,25,,5/1/1999,,,,118,39
364,563,13B,,,25,,5/1/1999,,,,118,39
365,563,14A,,,25,,5/1/1999,,,,118,39
366,563,14B,,,25,,5/1/1999,,,,118,39
368,564,1,,,500,ROUND,1/1/1995,,BRICK,337,284,50
369,564,2,,,550,ROUND,6/27/1996,,OTHER,334,284,80
370,565,10,,,40,,5/1/1999,,,,10,0
371,568,BHB1,,,202,,8/29/1996,,,,44,14
372,568,BHB2,0,0,250,ROUND,1/1/1995,,BRICK,124,87,14
373,568,BHB3,0,0,497,ROUND,1/1/1995,,BRICK,267,154,11
374,568,BHB4,1,0,25,RECT,5/1/1999,,OTHER,,100,11
377,589,1,,,258,ROUND,1/1/1995,,OTHER,79,79,116
378,591,11,,,50,,5/1/1999,,,,20,10
379,591,14,,,50,,5/1/1999,,,,20,10
380,592,10,,,50,,5/1/1999,,,,20,10
381,593,10,,,50,,5/1/1999,,,,20,10
382,593,3,,,220,ROUND,1/1/1995,,OTHER,227,113,13
383,593,4,,,220,ROUND,1/1/1995,,OTHER,227,113,13
384,593,5,,,275,ROUND,1/1/1995,,OTHER,346,284,13
385,594,1,,,500,ROUND,1/1/1995,,BRICK,143,87,10
386,594,10,,,50,,5/1/1999,,,,30,2
387,594,2,,,500,ROUND,1/1/1995,,BRICK,143,87,10
388,594,3,,,385,ROUND,1/1/1995,,OTHER,184,143,10
389,594,4,,,400,ROUND,1/1/1995,,BRICK,452,452,10
391,597,10,,,50,,5/1/1999,,,,20,10
392,599,1,,,175,,5/1/1999,,,,81,25
393,599,2,,,175,,5/1/1999,,,,81,25
394,599,3,,,200,,8/16/1995,,,,81,25
395,602,1,,,695,ROUND,1/1/1995,11/20/2009,OTHER,380,380,35
395,602,1,,,500,ROUND,11/21/2009,,OTHER,767,767,35
396,602,2,,,695,ROUND,1/1/1995,12/31/2009,OTHER,380,380,35
396,602,2,,,500,ROUND,1/1/2010,,OTHER,767,767,35
397,603,15,,,241,,1/1/1995,,,,123,17
398,603,16,,,241,,1/1/1995,,,,123,17
399,609,PCC1,,,400,,1/1/1995,,,,257,10
400,609,PCC2,,,397,,1/1/1995,,,,257,13
401,610,PCU5,,,151,,1/1/1995,,,,152,17
402,610,PCU6,,,151,,1/1/1995,,,,152,17
403,612,FMCT2A,,,126,,10/3/2000,,,,284,13
403,612,MS2AA,,,126,,4/1/2002,12/31/2007,,,284,13
403,612,MS2AB,,1,100,,10/1/2000,12/31/2007,,,314,13
404,612,FMCT2B,,,126,,10/26/2000,,,,284,13
404,612,MS2BA,,,126,,4/1/2002,12/31/2007,,,284,13
404,612,MS2BB,,1,100,,10/1/2000,12/31/2007,,,314,13
405,612,FMCT2C,,,126,,11/17/2000,,,,284,13
405,612,MS2CA,,,126,,4/1/2002,12/31/2007,,,284,13
405,612,MS2CB,,1,100,,1/1/2001,12/31/2007,,,314,13
406,612,FMCT2D,,,126,,2/5/2001,,,,284,13
406,612,MS2DA,,,126,,4/1/2002,12/31/2007,,,284,13
406,612,MS2DB,,1,100,,1/1/2001,12/31/2007,,,314,13
407,612,FMCT2E,,,126,,3/12/2001,,,,284,13
407,612,MS2EA,,,126,,4/1/2002,12/31/2007,,,284,13
407,612,MS2EB,,1,100,,4/1/2001,12/31/2007,,,314,13
408,612,FMCT2F,,,126,,4/7/2001,,,,284,13
408,612,MS2FA,,,126,,4/1/2002,12/31/2007,,,284,13
408,612,MS2FB,,1,100,,4/1/2001,12/31/2007,,,314,13
411,612,PFM3A,,,101,,4/14/2003,,,,314,13
412,612,PFM3B,,,101,,3/18/2003,,,,314,13
413,613,4GT1,,,159,,5/23/1993,,,,254,9
414,613,4GT2,,,159,,5/23/1993,,,,254,9
415,613,5GT1,,,159,,1/1/1995,,,,254,9
416,613,5GT2,,,159,,1/1/1995,,,,254,9
419,617,PPE1,,,350,,1/1/1995,,,,154,15
420,617,PPE2,,,350,,1/1/1995,,,,154,15
421,617,PPE3,,,350,,1/1/1995,,,,257,17
422,617,PPE4,,,350,,1/1/1995,,,,257,17
424,619,PRV3,,,300,,1/1/1995,,,,254,9
425,619,PRV4,,,300,,1/1/1995,,,,254,9
426,620,PSN3,,,300,,1/1/1995,,,,71,18
429,620,SNCT4A,,,125,,12/5/2002,,,,284,103
430,620,SNCT4B,,,125,,12/7/2002,,,,284,103
431,620,SNCT4C,,,125,,12/1/2002,,,,284,103
432,620,SNCT4D,,,125,,12/1/2002,,,,284,103
433,620,SNCT5A,,,125,,2/21/2002,,,,284,103
434,620,SNCT5B,,,125,,2/25/2002,,,,284,103
435,620,SNCT5C,,,125,,3/4/2002,,,,284,103
436,620,SNCT5D,,,125,,3/11/2002,,,,284,103
437,621,PTP1,,,397,,1/1/1995,,,,257,19
438,621,PTP2,,,397,,1/1/1995,,,,257,19
440,628,1,,,499,ROUND,1/1/1995,,BRICK,183,177,11
441,628,2,,,503,ROUND,1/1/1995,3/31/2011,BRICK,207,201,11
441,628,2,,,503,ROUND,4/1/2011,,OTHER,207,201,11
442,628,4,,,600,ROUND,1/1/1995,5/12/2010,OTHER,610,512,13
442,628,4,,,550,ROUND,5/13/2010,,OTHER,755,755,13
443,628,5,,,600,ROUND,1/1/1995,11/4/2009,OTHER,610,512,13
443,628,5,,,550,ROUND,11/5/2009,,OTHER,755,755,13
450,634,1,,,300,ROUND,1/1/1995,,OTHER,81,64,8
451,634,2,,,300,ROUND,1/1/1995,,OTHER,81,64,8
452,634,3,,,300,ROUND,1/1/1995,,OTHER,114,95,8
453,638,1,,,110,,1/1/1995,,,,38,73
454,638,2,,,110,,1/1/1995,,,,38,73
455,638,3,,,135,,1/1/1995,,,,46,73
457,641,"2,CS001",,,450,,1/1/1995,,,,254,20
458,641,"3,CS001",,,450,,1/1/1995,,,,254,20
459,641,4,1,0,450,RECT,1/1/1995,12/31/2009,OTHER,92,254,20
459,641,CS1BYP,0,1,450,ROUND,1/1/2011,,BRICK,127,127,91
459,641,CS1FGD,,0,490,ROUND,1/1/2010,,OTHER,962,962,18
460,641,5,1,0,450,RECT,1/1/1995,12/31/2009,OTHER,92,254,20
460,641,CS1BYP,0,1,450,ROUND,1/1/2011,,BRICK,127,127,91
460,641,CS1FGD,,0,490,ROUND,1/1/2010,,OTHER,962,962,18
461,641,6,1,0,450,RECT,11/15/1993,12/31/2009,OTHER,185,423,20
461,641,CS1FGD,,0,490,ROUND,1/1/2010,,OTHER,962,962,18
461,641,CS2BYP,0,1,450,ROUND,1/1/2011,,BRICK,245,245,93
462,641,7,1,0,450,RECT,11/15/1993,12/31/2009,OTHER,375,423,20
462,641,CS1FGD,,0,490,ROUND,1/1/2010,,OTHER,962,962,18
462,641,CS2BYP,0,1,450,ROUND,1/1/2011,,BRICK,245,245,93
463,642,CS001,0,0,150,ROUND,1/1/2006,,BRICK,143,143,90
464,642,CS001,0,0,150,ROUND,1/1/2006,,BRICK,143,143,90
465,643,1,1,0,199,RECT,1/1/1995,,OTHER,111,254,13
465,643,CS001,0,0,200,ROUND,1/1/2009,,BRICK,254,254,13
466,643,2,1,0,199,RECT,1/1/1995,,OTHER,90,254,13
466,643,CS001,0,0,200,ROUND,1/1/2009,,BRICK,254,254,13
467,645,CS001,,,490,ROUND,11/13/1993,,BRICK,452,452,9
467,645,CS0W1,,,490,ROUND,11/23/1999,,BRICK,706,706,9
468,645,CS001,,,490,ROUND,11/13/1993,,BRICK,452,452,9
468,645,CS0W1,,,490,ROUND,11/23/1999,,BRICK,706,706,9
469,645,BB03,,,490,ROUND,11/15/1993,,BRICK,660,452,9
469,645,CS002,,,490,,11/13/1993,12/31/2007,,452,452,9
469,645,CS003,,,490,,11/13/1993,12/31/2007,,660,452,9
470,645,BB04,,,490,ROUND,1/1/1995,6/22/2010,BRICK,452,452,9
470,645,BB04,,,490,ROUND,6/23/2010,,BRICK,440,440,9
470,645,CS002,,,490,,11/13/1993,12/31/2007,,452,452,9
470,645,CS003,,,490,,11/13/1993,12/31/2007,,660,452,9
483,658,7,,,147,,1/1/1995,,,,40,12
484,658,8,,,150,,1/1/1995,,,,50,6
486,663,B1,,,300,,1/1/1995,,,,95,185
487,663,B2,,,350,ROUND,1/1/1995,,OTHER,269,269,185
488,663,CT3,,,52,,3/31/1996,,,,159,185
489,664,CC1,,,103,,4/1/2001,,,,165,115
493,666,7,,,90,,7/30/2000,,,,254,10
497,667,1A,,,400,ROUND,5/29/2002,,OTHER,177,177,13
499,667,2A,,,400,ROUND,2/19/2002,,OTHER,177,177,13
500,667,3,,,350,ROUND,1/1/1995,,BRICK,471,471,10
507,673,S-3,,,113,,1/1/1995,,,,38,26
509,675,**8,,,155,,1/1/1995,,,,201,135
511,675,7,,,162,,1/1/1995,,,81,81,135
512,676,1,,,150,ROUND,5/2/1995,,BRICK,64,64,137
513,676,2,,,157,ROUND,1/1/1995,,OTHER,85,85,137
514,676,3,,,252,ROUND,1/1/1995,,BRICK,278,272,137
515,676,5,,,300,ROUND,7/1/1999,,OTHER,,316,137
516,683,**C,,,51,,3/31/1996,,,,383,23
517,683,**D,,,51,,3/31/1996,,,,383,23
518,688,1,,,199,,1/1/1995,,,,95,137
519,688,2,,,249,,1/1/1995,,,,154,136
520,689,7,,,180,,1/1/1995,,,,64,10
521,689,8,,,195,,7/1/2000,,,,282,10
522,693,**5,,,125,,9/29/1995,,,,95,6
523,693,3,,,200,,9/29/1995,,,,28,67
524,693,4,,,200,,9/29/1995,,,,39,67
534,703,1BLR,,,1000,ROUND,11/15/1993,,OTHER,491,491,720
534,703,MS1BYP,0,1,1000,ROUND,1/1/2010,,OTHER,491,491,720
534,703,MS1FGD,0,0,675,ROUND,1/1/2010,,OTHER,754,754,720
535,703,2BLR,,,1000,ROUND,11/15/1993,,OTHER,491,491,720
535,703,MS2BYP,0,1,1000,ROUND,4/1/2009,,OTHER,491,491,720
535,703,MS2FGD,0,0,675,ROUND,1/1/2009,,OTHER,754,754,720
536,703,3BLR,,,1000,ROUND,11/15/1993,12/31/2007,OTHER,491,491,720
536,703,MS3BYP,,1,1000,ROUND,1/1/2008,,OTHER,491,491,720
536,703,MS3FGD,,,675,ROUND,1/1/2008,,OTHER,908,908,720
537,703,4BLR,,,1000,ROUND,11/15/1993,,OTHER,491,491,720
537,703,MS4BYP,,1,1000,ROUND,10/1/2008,,OTHER,491,491,720
537,703,MS4FGD,,,675,ROUND,10/1/2008,,OTHER,908,908,720
538,708,CS001,,1,750,ROUND,1/1/1995,7/29/2019,OTHER,346,346,594
538,708,CS004,,,675,ROUND,4/1/2008,7/29/2019,OTHER,855,855,593
539,708,CS001,,1,750,ROUND,1/1/1995,7/29/2019,OTHER,346,346,594
539,708,CS004,,,675,ROUND,4/1/2008,7/29/2019,OTHER,855,855,593
